0,1,2,3,4,5,6,7,8,9,10
,,,,Human genomic DNA antibody repertoires Zhang et al.,,,,,,
Table 1. Number of productive heavy chain variable regions and kappa/lambda light chain variable regions with identical putative V(D)J,,,,,,,,,,
recombinations to known HIV-1 bnmAbs.,,,,,,,,,,
BnmAbs VHs,IGHV,IGHD,IGHJ,NIgH,pt1gH,pt2gH,pt3gH,NIH,pt2H,pt3H
b12,HV1-3M01,HD2-21M01 F,HJ6M03 F,0,0,0,0,0,0,0
VRC01,HV1-2M02,HD2-21M01,HJ2M01,0,0,0,0,4,0,1
VRC03,"HV1–2M02,04;",HD2–21M01,HJ2M01,0,0,0,0,6,0,4
,HV1–8M01,,,,,,,,,
NIH45–46,HV1–2M02,HD1-26,HJ2M01,0,0,0,0,1,0,1
3BNC60,HV1–2M01,HD3–3,HJ2M01,0,0,0,0,0,0,0
PG9,HV3–33M05,HD1–1M01 F,HJ6M03 F,0,0,0,0,0,0,0
PGT127,HV4–61M05,HD3–16M02,HJ5M02,0,0,0,0,0,0,0
X5,HV1–69M01,HD3–22M01,HJ4M02 F,0,0,1,3,12,2,14
m396,HV1–69M05,HD5–18M01,HJ6M02 F,0,1,0,0,1,0,0
Total no. of,trim VH sequences,,,33 436,23 530,44 027,42 160,80 331,74 053,77 176
BnmAbs VKs/VLs,IGKV/IGLV,,IGKJ/IGLJ,NIgK/L,pt1gK,pt2gK/L,pt3gK/L,NIK/L,pt2K/L,pt3K/L
b12,IGKV3-20,,IGKJ2,136,3,179,124,1172,1093,1280
VRC01,IGKV3D-15,,IGKJ2,0,0,0,0,0,0,0
VRC03,IGKV3-NL5,,IGKJ2,0,0,0,0,1,5,0
NIH45–46,IGKV3D-15,,IGKJ2,0,0,0,0,0,1,0
3BNC60,"IGKV1-33,",,IGKJ3,0,0,1,0,1,2,0
,IGKV1D-33,,,,,,,,,
PG9,IGLV2-14,,IGLJ3,181,NA,100,167,381,605,195
PGT127,IGLV2–8,,"IGLJ2,
IGLJ3",90,NA,13,114,483,255,102
X5,IGKV3-20,,IGKJ2,136,4,179,124,1172,1093,1280
m396,IGLV3-21,,IGLJ1,0,NA,0,0,5,28,19
Total no. of,trim VK and VL sequences,,,23 670,21 254,19 162,17 285,26 902,26 508,27 639
