0,1,2,3
"Viruses 2012, 4",,,1055
,Table 4. Cont.,,
Virus,Type of damage,PS,Reference
Non-enveloped,,,
bacteriophages,,,
,Protein capsid; loosening of the protein-DNA,Glycoconjugated meso-,
,,,[64]
,interaction,tetraarylporphyrins,
,Capsid and core proteins; loosening of protein-,Glycoconjugated meso-,
,,,[87]
,DNA interaction,tetraarylporphyrins,
T7 phage,,,
,,meso-Tetrakis(1-,
,Capsid proteins; protein cross-links,methylpyridinium-4-,[88]
,,yl)porphyrin,
,Capsid proteins; protein cross-links,Polyhydroxylated fullerene,[57]
,,Methylene blue,
M13 phage,Coat protein,Aluminum phthalocyanine,[81]
,,tetrasulfunate,
,Capsid proteins; protein cross-links;,,
PRD1 phage,,Polyhydroxylated fullerene,[57]
,phospholipids (less affected),,
,Coat and maturation (A) proteins; formation of,,
,protein carbonyls;,Methylene blue,[89]
Qβ phage,RNA-protein cross-links,,
,,Methylene blue,
,RNA-protein cross-links,,[92]
MS2 phage,A protein,Polyhydroxylated fullerene,[57]
