0,1,2,3,4,5,6,7,8,9,10
,Table 2.  Differentially expressed genes (FDR-adjusted P value ≤ 0.05 and fold change ≥ 1.5 or ≤ −1.5.) associated with lung fibrosis.,,,,,,,,,
8,20,300,20,,8,20,300,20,,
aTiO2,aTiO2,aTiO2,"raTiO2
rTiO2","20(HY)
20 (HP)
rTiO2",aTiO2,aTiO2,aTiO2,raTiO2,"20 (HY)
rTiO2","20 (HP)
rTiO2"
24 h,24 h,24 h,"24 h
24 h",24 h,28 days,28 days,28 days,28 days,28 days,28 days
Adora2b,Ccl2,C3,"Arg1
Ccl17",Arg1,,,,,Ccl17,C3
Arg1,Nfkbia,Ccl2,"Ccl17
Plaur",C3,,,,,Timp1,Ccl2
Ccl2,Timp1,Ccl17,"Cd74
Timp1",Ccl2,,,,,,Ctsb
Ccl17,,Il1b,Ctsk,Ccl17,,,,,,Ctsk
Ctsk,,Il1rn,Cx3cl1,Ctsk,,,,,,Il1rn
Hbegf,,S100a4,Hbegf,Fn1,,,,,,Mmp12
Il1rn,,Timp1,Il1b,Il1b,,,,,,Rgs16
Serpine1,,,Il1rn,Il1rn,,,,,,S100a4
Socs1,,,Lgals3,Lgals3,,,,,,Tlr2
Socs3,,,Mmp8,Rgs16,,,,,,Tnfaip3
Timp1,,,Plat,S100a4,,,,,,
,,,Plaur,Serpine1,,,,,,
,,,Rassf1,Socs3,,,,,,
,,,Serpine1,Sod2,,,,,,
,,,Socs3,Timp1,,,,,,
,,,Sod2,,,,,,,
