0,1,2,3,4,5,6,7,8
,ichia coli (1) and Moraxella catarrhalis (1)).,,,antiviral,"treatment,","including
nine",(19.1 %),patients
,"Table 5 Treatment and outcome of PCR-confirmed influenza patients in Bavarian PICUs, 2010–2013. Data are shown by virus",,,,,,,
type/subtype (n = 47)a,,,,,,,,
,,Influenza type/subtype,,,,,,Comparison of seasons
,,,,,,,A(H1N1)pdm09c,
Treatment,All,A,A(H1N1)pdm09,A(H3N2),A (subtype n.a.),B,S1 vs S3,
,N = 47,N = 40,N = 32,N = 4,N = 4,N = 7,p-value*,
Antiviral drugsb; n (%),13 (27.7),12 (30.0),9 (28.1),1 (25.0),2 (50.0),1 (14.3),1.000,
Antibiotics i.v.; n (%),34 (72.3),31 (77.5),25 (78.1),2 (50.0),4 (100.0),3 (42.9),0.676,
Antipyretics; n (%),33 (70.2),28 (70.0),22 (68.8),2 (50.0),4 (100.0),5 (71.4),0.452,
Catecholamines; n (%),13 (27.7),13 (32.5),11 (34.4),1 (25.0),1 (25.0),0 (0.0),1.000,
Inhalation therapy; n (%),13 (27.7),13 (32.5),11 (34.4),2 (50.0),0 (0.0),0 (0.0),1.000,
Oxygen; n (%),31 (66.0),28 (70.0),20 (62.5),4 (100.0),4 (100.0.),3 (42.9),0.275,
Intratracheal ventilation; n (%),15 (31.9),14 (35.0),12 (37.5),1 (25.0),1 (25.0),1 (14.3),1.000,
CPAP; n (%),11 (23.4),9 (22.5),7 (21.9),0 (0.0),2 (50.0),2 (28.6),0.084,
Other; n (%),14 (29.8),13 (32.5),10 (31.3),2 (50.0),1 (25.0),1 (14.3),0.247,
Outcome,,,,,,,,
Sequelae; n (%),5 (10.6),4 (10.0),3 (9.4),1 (25.0),0 (0.0),1 (14.3),0.548,
Death; n (%),5 (10.6),5 (12.5),5 (15.6),0 (0.0),0 (0.0),0 (0.0),1.000,
"i.v.
n.a. not available, vs versus,",intravenous,,,,,,,
