0,1,2,3,4,5,6,7
Table 1. Feline sample collection and results for caliciviruses detection.,,,,,,,
,SAMPLE,,,,SAMPLE,RT-PCR,RT-PCR (FNoV-F9
,CODE,ANIMAL ID,COLLECTION DATE,AGE1,TYPE,(p290-289),FNoV-R15)
OSU (COLLECTION A),020911H,H,December 2010,4 M,FECES,-,-
,020911I,I,December 2010,1Y,FECES,-,-
,020911K,K,December 2010,2Y,FECES,-,-
,020911P,P,December 2010,1Y,FECES,-,-
,121310A,A,November 2010,2Y,FECES,-,-
,121310F,F,November 2010,8Y,FECES,-,-
,121310G,G,November 2010,3Y,FECES,-,-
,071510D,D,July 2010,8Y,FECES,-,-
,071510F,F,July 2010,3Y 3 M,FECES,-,-
,071510I,I,July 2010,1Y 4 M,FECES,-,-
CU (COLLECTION B),081210A,A,July 2010,8W,FECES,-,NoV
,081210C,C,July 2010,8W,FECES,-,-
,081210D,D,July 2010,12W,FECES,FCV,-
,081210E,E,July 2010,8W,FECES,NoV,NoV
,081210F,F,July 2010,8W,FECES,FCV,-
,081210G,G,July 2010,8W,FECES,FCV,-
,081210H,H,July 2010,8W,FECES,FCV,-
,081210I,I,July 2010,8W,FECES,-,-
,081210J,J,July 2010,8W,FECES,NoV,NoV
,081210K,K,August 2010,8W,FECES,-,NoV
,081210L,L,August 2010,8W,FECES,-,-
,081210M,M,August 2010,8W,FECES,NoV,NoV
,081210N,N,August 2010,8W,FECES,-,-
,081210O,O,August 2010,8W,FECES,FCV,NoV
