0,1,2,3,4,5,6,7,8,9,10
,water-,washed,"based
borne",infecting,water,water-,poisoning,or disease,water or,
,,,,,,,,,,Disease
,borne,(reduced,through,wounds,,borne,through a,related to,solutions,
,,water,water,,,,bloom,damp,,
,,access),,,,,,,,
Acanthamoeba,●,,●,,●,,,,Protozoan,Primary amoebic
polyphaga,,,,,,,,,,"meningoencephalitis,"
,,,,,,,,,,eye infections
Adenovirus,●,,,,●,,,,Virus,Diarrhoea; respiratory
,,,,,,,,,,infection
Alexandrium spp.,,,"●
●",,,,●,,Dinoﬂagellate,Shellﬁsh poisoning from
,,,,,,,,,,bioaccumulation
Alternaria spp.,,,,,,,,●,Fungus,Alimentary toxic aleukia
,,,,,,,,,,associated with mouldy
,,,,,,,,,,grain crops
Anabena spp.,,,●,,,,●,,Cyanobacteria,Exposure to
,,,,,,,,,,"contaminated dialysis,"
,,,,,,,,,,drinking and bathing
,,,,,,,,,,water
Ancylostoma spp.,(●),,,,,,,,Roundworm,"Hookworm infection
WP"
Angiostrongylus spp.,,,"●
●",,,,,,Roundworm,"Larvae develop in
WCP"
,,,,,,,,,,aquatic animals
Anisakis spp.,,,"●
●",,,,,,Roundworm,"Lifecycle in ﬁsh
W"
Aphanizomenenon,,,●,,,,●,,Cyanobacteria,Exposure to
spp.,,,,,,,,,,"contaminated dialysis,"
,,,,,,,,,,drinking and bathing
,,,,,,,,,,water
Arcobacter spp.,(●),,,,,,,,Bacteria,Contamination of
,,,,,,,,,,drinking water
Ascaris lumbricoides,●,,,,,,,,Roundworm,"Drinking water
WCP"
,,,,,,,,,,contaminated by
,,,,,,,,,,nightsoil
Aspergillus spp.,,,●,,,,,,Fungus,Linked to Balkan
,,,,,,,,,,endemic nephropathy
,,,,,,,,,,from mouldy grain
Astrovirus,●,,,,,,,,Virus,Contamination of
,,,,,,,,,,drinking water
Baylisascaris,●,,,,,,,,Roundworm,"Infection from racoons
WP"
procyonis,,,,,,,,,,through water?
Burkholderia,●,,●,,,●,,,Bacteria,Parasite contamination
pseudomallei,,,,,,,,,,through untreated
,,,,,,,,,,drinking water
Burkholderia cepacia,●,,,,,,,,Bacteria,Possible water
,,,,,,,,,,transmission
Balamuthia,●,,●,,,,,,Protozoa,"P
Parasite contamination"
mandrillaris,,,,,,,,,,through untreated soil/
,,,,,,,,,,water
,,,,,,,,,,(Continued)
