0,1,2,3,4,5
"an average of 12 citations per publication. Furthermore,",,,followed by,,"the Eastern Mediterranean Health Journal,"
Table 2 Bibliometric analysis of the 226 documents from the Arab world during 1968–2015,,,,,
SCRa,Countries,Total number of articles,,h-index,Number of documents
,,for the whole period (%),,,with international collaboration
1st,KSA,102 (45.1),,11,68
2nd,Egypt,58 (25.7),,15,49
3rd,Sudan,21 (9.3),,8,11
3rd,Kuwait,21 (9.3),,11,14
5th,Tunisia,14 (6.2),,7,11
6th,UAE,10 (4.4),,6,8
6th,Oman,10 (4.4),,3,5
8th,Yemen,7 (3.1),,5,7
8th,Morocco,7 (3.1),,5,3
10th,Qatar,6 (2.7),,2,6
11th,Jordan,5 (2.2),,5,4
11th,Bahrain,5 (2.2),,2,4
13th,Algeria,4 (1.8),,2,3
13th,Lebanon,4 (1.8),,3,3
15th,Palestine,3 (1.3),,3,3
16th,Iraq,2 (0.9),,2,2
16th,Somalia,2 (0.9),,2,2
16th,SAR,2 (0.9),,2,2
16th,Djibouti,2 (0.9),,1,1
20th,LAJ,1 (0.4),,1,1
"SCR Standard competition ranking, KSA Kingdom of Saudi Arabia, UAE United Arab Emirates, SAR Syrian Arab Republic, LAJ Libyan Arab Jamahiriya",,,,,
