0,1,2,3,4,5,6,7,8,9,10,11,12
Table 1,,,,,,,,,,,,
Effect of HF and GL on serum marker enzymes of control and experimental rats.,,,,,,,,,,,,
Treatment,,Dose (mg/kg),AST (U/L),,ALT (U/L),,GGT (U/L),,ALP (U/L),,Bilirubin (mg/dl),
,,,Mean ± S.E,%,Mean ± S.E,%,Mean ± S.E,%,Mean ± S.E,%,Mean ± S.E,% C
Control,,–,100.71 ± 4.47,,26.66 ± 1.32,,3.88 ± 0.33,,421.66 ± 13.27,,0.54 ± 0.01,
a,,,,,,,,,,,,
CCl4,,1.25 mL/kg,320.33 ± 8.82***,,310.33 ± 6.28***,,18.38 ± 1.06***,,705.83 ± 21.23***,,3.55 ± 0.23***,
,b,,,,,,,,,,,
SI + CCl4,,10,122.50 ± 4.87***,62,100.78 ± 4.97***,67,8.01 ± 0.43***,56,432.33 ± 9.19***,39,1.10 ± 0.07***,69
HFb,,12,177.16 ± 6.11***,46,169.33 ± 6.99***,45,11.48 ± 0.40***,38,502.33 ± 14.24***,29,1.14 ± 0.03***,68
GLb,,84,266.83 ± 15.60*,17,213.50 ± 6.24***,31,13.68 ± 0.61**,26,551.00 ± 11.15***,22,1.44 ± 0.06***,59
HF + GLb,,6 + 42,150.83 ± 5.82***,53,143.83 ± 4.07***,54,10.13 ± 0.43***,45,472.33 ± 13.88***,33,1.39 ± 0.04***,60
HF + GLb,,12 + 84,138.16 ± 3.85***,57,118.60 ± 4.46***,62,8.88 ± 0.20***,52,444.83 ± 8.32***,37,1.13 ± 0.07***,68
,All values represent mean ± SEM.,,,,,,,,,,,
