0,1,2,3,4,5,6,7,8,9
,,,,Type of malaria; no. of cases,,,,,
,,,Severe,,,P. malariae,Top 2,Obtained,
,Total no. of,,or cerebral,,,or unknown,countries,pretravel,Received
Reason for travel,cases,P. falciparum,malaria,P. vivax,P. ovale,species,of exposure,advice,prophylaxis
All (n = 3943),94,56,8,17,5,8,See Table 3,35,14
Tourism (n = 1805),12,4,1,5,1,1,Honduras,5,4
,,,,,,,Uganda,,
,,,,,,,Burkina Faso*,,
Immigration (n = 828),11,7,0,3,0,1,Liberia,NA,1
,,,,,,,India,,
Visit friends and,34,23,2,6,2,1,India,6,6
relatives (n = 444),,,,,,,Cameroon,,
"Missionary, volunteer,",10,7,1,0,1,1,Ghana,7,1
"researcher, aid (n = 416)",,,,,,,Burkina Faso,,
Business (n = 320),22,14,3,1,1,3,Ghana,15,3
,,,,,,,Guinea,,
Other † (n = 130),5,1,1,2,0,1,India,2,0
,,,,,,,Burkina Faso,,
,,,,,,,Mali *,,
"NA = not applicable, P.  = Plasmodium.",,,,,,,,,
