0,1,2,3,4,5,6
,,both OME children and controls.,,,,
,Table 3. Detection of respiratory viruses and bacteria in adenoid samples in patients with OME.,,,,,
Adenoid—OME,S. Pneumoniae,H. inﬂuenzae,M. catarrhalis,P. aeruginosa,S. aureus,Total
,N (%),N (%),N (%),N (%),N (%),N (%)
HAdV,11 (29.7)*,7 (18.9),7 (18.9),4 (10.8),0 (0),13 (35.1)
HBoV,3 (8.1),4 (10.8),3 (8.1),4 (10.8),0 (0),6 (16.2)
HRV,4 (10.8),3 (8.1),3 (8.1),1 (2.7),0 (0),4 (10.8)
HEV,10 (27.0),6 (16.2),5 (13.5),2 (5.4),1 (2.7),11 (29.7)
HRSV,2 (5.4),2 (5.4),2 (5.4),0 (0),0 (0),2 (5.4)
HMPV,2 (5.4),2 (5.4),1 (2.7),0 (0),0 (0),2 (5.4)
FLU,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0)
HPIV,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0)
HCoV,2 (5.4),2 (5.4),1 (2.7),0 (0),0 (0),2 (5.4)
Total,20 (54.0),15 (40.5),14 (37.8),8 (21.6),1 (2.7),24 (64.8)
