0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,Table 4: Continued.,,,,,,
,Fever (≥38),Cough,Rhinorrhea,Sore throat,Expectoration,Tachypnea,Dyspnea,Chest pain,Hypodynamia,Bellyache,Diarrhea,Headache
,3,2,1,3,2,3,2,1,2,3,2,1
PIV-1,,,,,,,,,,,,
,(42.9),(28.6),(14.3),(42.9),(28.6),(42.9),(28.6),(14.3),(28.6),(42.9),(28.6),(14.3)
,2,1,3,1,4,2,1,3,2,1,3,1
PIV-2,,,,,,,,,,,,
,(25.0),(12.5),(37.5),(12.5),(50.0),(25.0),(12.5),(37.5),(25.0),(12.5),(37.5),(12.5)
,6,2,3,4,2,1,4,2,3,2,1,3
PIV-3,,,,,,,,,,,,
,(19.4),(6.5),(9.7),(12.9),(6.5),(3.2),(12.9),(6.5),(9.7),(6.5),(3.2),(9.7)
,10,3,4,3,2,4,1,4,3,1,1,2
PIV-4,,,,,,,,,,,,
,(13.5),(4.1),(5.4),(4.1),(2.7),(5.4),(1.4),(5.4),(4.1),(1.4),(1.4),(2.7)
,18,11,13,5,9,16,6,7,3,4,14,5
RSV A,,,,,,,,,,,,
,(14.5),(8.9),(10.5),(4.0),(7.3),(12.9),(4.8),(5.6),(2.4),(3.2),(11.3),(4.0)
,33,17,24,11,12,20,5,7,3,7,17,13
RSV B,,,,,,,,,,,,
,(15.6),(8.0),(11.3),(5.2),(5.7),(9.4),(2.4),(3.3),(1.4),(3.3),(8.0),(6.1)
P,0.09,0.26,< 0.05,0.18,0.13,0.32,0.21,0.15,< 0.05,0.41,0.28,0.35
"Data presented as numbers and percentages (%), significant difference 𝑃 ≤ 0.05.",,,,,,,,,,,,
