0,1,2,3,4
Variable,Adjusted OR* (95% CI),P-value,Virus not detected n (%),Virus detected n (%)
Age (ref: 18–24 years),,,,
18–24 years,1,–,113 (31Æ5),103 (36Æ2)
25–34 years,"0Æ51 (0Æ31, 0Æ83)",0Æ01,84 (23Æ4),47 (16Æ5)
35–44 years,"0Æ93 (0Æ57, 1Æ5)",0Æ8,60 (16Æ7),63 (22Æ2)
45–54 years,"0Æ52 (0Æ30, 0Æ90)",0Æ02,60 (16Æ7),40 (14Æ1)
55–64 years,"0Æ61 (0Æ33, 1Æ1)",0Æ1,42 (11Æ7),31 (10Æ9)
Sex (ref: male),,,,
Male,1,–,155 (43Æ2),112 (39Æ4)
Female,"1Æ2 (0Æ88, 1Æ7)",0Æ2,204 (56Æ8),172 (60Æ6)
Race (ref: Caucasian),,,,
Caucasian,1,–,327 (91Æ1),252 (88Æ7)
Asian,"1Æ4 (0Æ72, 2Æ6)",0Æ3,23 (6Æ4),23 (8Æ1)
Other,"1Æ5 (0Æ56, 4Æ2)",0Æ4,9 (2Æ5),9 (3Æ2)
Smoking status (ref: Current),,,,
Current,1,–,43 (12Æ0),36 (12Æ7)
Ever,"0Æ88 (0Æ49, 1Æ6)",0Æ6,91 (25Æ3),77 (27Æ1)
Never,"0Æ70 (0Æ41, 1Æ2)",0Æ2,217 (60Æ4),169 (59Æ5)
Unknown,"0Æ16 (0Æ03, 0Æ88)",0Æ04,8 (2Æ2),2 (0Æ7)
Vaccinated (ref: placebo),,,,
Placebo,1,–,132 (36Æ8),99 (34Æ9)
Vaccine,"1Æ1 (0Æ77, 1Æ55)",0Æ6,227 (63Æ2),185 (65Æ1)
