0,1,2,3,4,5,6
,,,,,Two or More RSV-ARI in,
,,,Only One RSV-ARI in Household,,Household,
,,,RSV-ARI in Household,,,
,All Identified,RSV-ARI in Household With,With Two or More Children,1st RSV-ARI in,2nd RSV-ARI in,
Characteristics,RSV-ARI (%),One Child <5 Years (%),<5 Years (Single RSV-ARI) (%),Household,Household,Subtotal
Total,460,209,152,29,31,421
Municipality,,,,,,
Caibiran,276 (60.0),125 (59.8),89 (58.6),19 (65.5),20 (64.5),253 (60.1)
Kawayan,184 (40.0),84 (40.2),63 (41.1),10 (34.5),11 (35.5),168 (39.9)
Median of age (years),"1
.6","1
.7","1
.4","1
.7","1
.8","1
.6"
Age group,,,,,,
<6 months old,64 (13.9),24 (11.5),31 (20.4),2 (6.9),5 (16.1),62 (14.7)
6–11 months old,68 (14.8),27 (12.9),25 (16.4),4 (13.8),4 (12.9),60 (14.3)
1 year old,143 (31.1),70 (33.5),48 (31.6),10 (34.5),7 (22.6),135 (32.1)
2–4 years old,185 (40.2),88 (42.1),48 (31.6),13 (44.8),15 (48.4),164 (39.0)
Subgroup,,,,,,
RSV-A,143 (31.1),58 (27.8),55 (36.2),11 (37.9),12 (38.7),136 (62.0)
RSV-B,287 (62.4),139 (66.5),87 (57.2),17 (58.6),18 (58.1),261 (62.0)
RSV-untypeda,30 (6.5),12 (5.7),10 (6.6),1 (3.4),1 (3.2),24 (5.7)
,"Abbreviations: ARI, acute respiratory infection; PCR, polymerase chain reaction; RSV, respiratory syncytial virus.",,,,,
