0,1,2,3,4,5,6,7,8,9,10,11,12
Table 3.,"Crude Individual Attack Rates of the Common Respiratory Viral Infections Detected Regardless of Symptoms, Stratified by Various Characteristics",,,,,,,,,,,
Characteristics,Category,No.,,Any Virus,,Rhinovirus,,Adenovirus,,Coronavirus,,RSV
"Age, y",<1,55,53,(96.4),52,(94.5),28,(50.9),42,(76.4),31,(56.4)
,1–4,82,80,(97.6),79,(96.3),64,(78.0),64,(78.0),41,(50.0)
,5–14,163,157,(96.3),144,(88.3),118,(72.4),125,(76.7),66,(40.5)
,15–39,141,125,(88.7),89,(63.1),66,(46.8),93,(66.0),33,(23.4)
,≥40,42,36,(85.7),23,(54.8),21,(50.0),22,(52.4),8,(19.0)
Relation to the infant,The infant,47,46,(97.9),45,(95.7),26,(55.3),37,(78.7),27,(57.4)
,Sibling,162,157,(96.9),154,(95.1),124,(76.5),124,(76.5),87,(53.7)
,Cousin,124,116,(93.5),100,(80.6),76,(61.3),91,(73.4),56,(45.2)
,Mother,46,45,(97.8),35,(76.1),29,(63.0),27,(58.7),16,(34.8)
,Father,30,25,(83.3),16,(53.3),15,(50.0),17,(56.7),7,(23.3)
,Other HH member,74,62,(83.9),37,(50.0),27,(36.5),50,(67.6),22,(29.7)
Sex,Female,269,252,(93.7),215,(79.9),169,(62.8),186,(69.1),96,(35.7)
,Male,214,199,(93.0),172,(80.4),128,(59.8),160,(74.8),83,(38.8)
School-going,No,313,289,(92.3),246,(78.6),184,(58.8),217,(69.3),119,(38.0)
,Yes,170,162,(95.3),141,(82.9),113,(66.5),129,(75.9),60,(35.3)
No. of individuals per HH,4–7,95,93,(97.9),84,(88.4),66,(69.5),75,(78.9),48,(50.5)
,8–10,120,109,(90.8),100,(83.3),87,(72.5),77,(64.2),26,(21.7)
,11–16,144,135,(93.8),110,(76.4),77,(53.5),97,(67.4),49,(34.0)
,17–37,124,114,(91.9),93,(75.0),67,(54.0),97,(78.2),56,(45.2)
Data are presented as No. (%). The bold values indicate statistical significance based on χ2 test (P < .05).,,,,,,,,,,,,
