0,1,2,3,4,5,6
,,SEI,,,SWB,
Variable,1-year alumni,10- to 13-year alumni,20+-year alumni,1-year alumni,10- to 13-year alumni,20+-year alumni
Control variable,,,,,,
Gender,(cid:1)0.15*,(cid:1)0.13*,(cid:1)0.25**,(cid:1)0.03,0.12,0.02
Age,(cid:1)0.06,(cid:1)0.02,(cid:1)0.06,(cid:1)0.02,0.12,(cid:1)0.17
Education years,,,,(cid:1)0.03,0.06,(cid:1)0.04
Working years,,,,,0.02,(cid:1)0.06
Current CLS score,0.02,0.33**,0.29*,0.23*,0.19*,0.44***
Independent variable,,,,,,
Past CLS score,(cid:1)0.08,0.11,0.46*,(cid:1)0.01,0.05,0.07
R2,0.04,0.26,0.49,0.05,0.09,0.24
ΔR2,0.01,0.01,0.03,0.00,0.00,0.00
F,1.26,4.55***,13.25***,1.41,2.63*,3.52**
ΔF,0.44,1.49,6.61*,0.01,0.23,0.06
