0,1,2,3,4,5,6
Table 2.,Incidence of viral,replication in ferrets following 106 EID50 ocular,,inoculation.,,
,Virus in NW,,Virus in CW,,Virus in RS,
,# ferrets with,Peak mean titer,# ferrets with,Peak mean,# ferrets with,Peak mean
Virus,virus in NWa,(day)b,virus in CW,titer (day),virus in RS,titer (day)
NL/219,3/3,5.261.3 (5),3/3,1.860.8 (5),3/3,2.661.5 (5)
NL/230,3/3,6.861.4 (3),3/3,3.162.3 (5),3/3,1.860.3 (3)
Can/504,2/3,6.560.4 (3),2/3,1.460.5 (5),2/3,2.060.7 (5)
NY/107,3/3,6.860.4 (3),2/3,1.460.5 (3),2/3,2.561.4 (5)
VN/1203,2/3,4.860.0 (3),1/3,2.2 (7),2/3,2.160.9 (7)
Thai/16,3/3,3.361.6 (7),1/3,1.5 (7),0/3,NDc
Mex/4108,3/3,7.661.6 (3),3/3,3.961.5 (3),3/3,2.160.6 (5)
Brisbane,3/3,6.661.6 (1),3/3,3.661.6 (5),3/3,2.361.3 (7)
Panama,3/3,6.660.3 (5),3/3,4.660.9 (3),1/3,2.25 (7)
