0,1,2,3,4,5,6,7,8
"Table 3. Papers published in the top 10 highest impact factor public health journals from mainland (ML), Hong Kong (HK), and Taiwan (TW).",,,,,,,,
,,,,,Papers,,Paper distribution in three regions of China,
,,,Total publications,,,,,
Rank,Journal,2009 IF,,,from,,,
,,,during 1999–2008,,,,,
,,,,,China (%),ML (%),HK (%),TW (%)
,Environmental Health,,,,,,,
1,,6.191,"4,502",70,(1.55),18  (26),"6 
(8)",46  (66)
,Perspectives,,,,,,,
,American Journal,,,,,,,
2,,5.589,"3,504",40,(1.14),"3 
(7)",13  (33),24  (60)
,of Epidemiology,,,,,,,
3,Epidemiology,5.511,"1,581",14,(0.89),3  (21),7  (50),4  (29)
,Bulletin of the World Health,,,,,,,
4,,5.302,"1,823",24,(1.32),18  (75),6  (25),"0 
(0)"
,Organization,,,,,,,
,International Journal,,,,,,,
5,,5.262,"2,376",39,(1.64),7  (18),17  (44),15  (38)
,of Epidemiology,,,,,,,
,American Journal of Public,,,,,,,
6,,4.371,"3,930",19,(0.48),5  (26),4  (21),10  (53)
,Health,,,,,,,
,Cancer Epidemiology,,,,,,,
7,,4.310,"3,339",57,(1.71),24  (42),"4 
(7)",29  (51)
,Biomarkers & Prevention,,,,,,,
,American Journal,,,,,,,
8,,4.235,"1,938",1,(0.05),"0 
(0)","0 
(0)",1 (100)
,of Preventive Medicine,,,,,,,
9,Tobacco Control,3.852,"1,086",29,(2.67),"1 
(3)",12  (41),16  (55)
,European Journal,,,,,,,
10,,3.718,"1,300",27,(2.08),10  (37),"1 
(4)",16  (59)
,of Epidemiology,,,,,,,
Total,,,"25,379",320,(1.26),89  (28),70  (22),161  (50)
"Three annual review journals are not included: Epidemiologic Reviews (IF: 17.500) with 1 paper from TW, WHO Technical Report Series (IF: 8.000) with",,,,,,,,
