0,1,2,3,4
,,,Table 1: Continued.,
Chronologic,,,,
,Vector,"Gene
Host",Rout of administration,Results and reference
order,,,,
,siRNA,"TNF-α
Mice",Intraperitoneally,Inhibition of TNF-α [120]
2008,,,,
,,,,Modulate the inﬂammation severity
,Plasmid DNA,"IL-10
Mice",Topical,
,,,,[121]
,,,Subconjunctival,Control vascularisation after HSV-1
2009,Plasmid DNA,"VEGFR2 VEGFR3
Mice",,
,,,injection,infection [72]
,,IL-21 and gD,Ocular mucosal,
,Nanoparticles,Mice,,Inhibits ocular HSV-1 [122]
,,vaccine,administration,
2010,,,,
,,B and T,,
,,,,Decreased CD4+ T mediated cell
,DNA plasmid,"lymphocyte
Mice",Intraperitoneal injection,
,,,,response [123]
,,attenuator,,
Abbreviations—gD: HSV-1 glycoprotein D; GM-CSF: granulocyte-macrophage colony-stimulating factor; INF:,,,interferon; IL:,interleukin; IP-10: IFN-inducible protein 10; shRNA: short hairpin RNA; siRNA:
