0,1,2,3,4,5,6,7,8,9,10
Table 3. Number of close contacts (CCs) and exposures to API patient*,,,,,,,,,,
,,,,,No. CCs (no. exposures) per hospital,,,,,
Characteristic,A,B,C,D,E,F,G,H,I,Mean
Total,17 (26),15 (20),6 (15),11 (20),14 (17),12 (20),11 (17),10 (11)†,,6 (8)†   12.3 (19.3)‡
By clinical area,,,,,,,,,,
Triage,8 (8),4 (4),1 (1),2 (2),5 (5),1 (1),3 (3),7 (7),3 (3),3.8 (3.8)
ED,5 (11),7 (11),3 (9),7 (10),6 (9),7 (10),6 (9),3 (4)†,3 (5)†,5.9 (9.9)‡
Ward,4 (7),4 (5),2 (5),2 (8),3 (3),4 (9),2 (5),–,–,3.0 (6.0)
"By study period, h",,,,,,,,,,
0–1,10 (12),8 (8),3 (4),6 (8),7 (7),8 (8),5 (5),9 (10),5 (6),6.8 (7.6)
1–2,2 (3),0 (1),1 (2),2 (2),3 (5),2 (6),3 (3),0 (0),1 (2),1.6 (2.7)
2–3,2 (4),0 (2),0 (4),3 (5),2 (3),1 (3),0 (2),1 (1)†,0 (0)†,1.1 (3.3)‡
3–4,3 (5),5 (6),2 (3),0 (2),0 (0),1 (1),2 (3),–,–,1.9 (2.9)
4–5,0 (1),2 (2),0 (1),0 (1),1 (1),0 (2),1 (2),–,–,0.6 (1.4)
5–6,0 (0),0 (1),0 (1),0 (2),1 (1),0 (0),0 (2),–,–,0.1 (1.0)
By HCW status,,,,,,,,,,
Non-HCW,3 (3),5 (5),0 (0),0 (0),3 (3),0 (0),2 (2),4 (4)†,0 (0)†,1.9 (1.9)‡
HCW,14 (23),10 (15),6 (15),11 (20),11 (14),12 (20),9 (15),6 (7)†,6 (8)†,10.4 (17.4)‡
No. HCW CCs (%),2,3,5,9,8,8,8,2†,3†,6.1 (59)‡
who wore complete,,,,,,,,,,
PPE set during each,,,,,,,,,,
exposure§,,,,,,,,,,
No. HCW CCs (%),12,7,6,10,11,12,9,5†,3†,9.6 (92)‡
who wore N95 masks,,,,,,,,,,
