0,1,2,3,4,5,6,7,8,9,10,11
,,,,,"Table
3",Independent,t-test,results,of,expression,"of
the"
,,,,,GuHMGR gene,in,different,recombinant P.,,pastoris,strains
,,,,,by RT-PCR.,,,,,,
,,,,,Copy number,P value,,,,,
,,,,,,1,2,4,8,13,44
,,,,,1,–,0.425,0.000,0.736,0.994,0.019
,,,,,2,0.425,–,0.000,0.264,0.421,0.082
,,,,,4,0.000,0.000,–,0.000,0.000,0.000
,,,,,8,0.736,0.264,0.000,–,0.741,0.010
,,,,,13,0.994,0.421,0.000,0.741,–,0.018
Figure 3,SDS-PAGE analysis of,the,expression of,the GuHMGR,,,,,,,
,,,,,44,0.019,0.082,0.000,0.010,0.018,–
gene. Lane 1: marker;,lanes 2–4:,recombinant P. pastoris containing,,,,,,,,,
the GuHMGR gene;,,lane 5: negative control.,,,,,,,,,
