0,1,2,3,4
induce cleavage of Nup 153 and Nup 214 and Nup 358.,,,,
,Table 3. Picornavirus-induced alterations to the nuclear pore complex.,,,
Genus,Virus,Viral Protein,Host Protein,Reference
,,2Apro,Nup 62,[77]
,Rhinovirus,3Cpro/3CD,"Nup 153, Nup 214, Nup 358",[78]
Enterovirus,,,,
,,3Cpro,Nup 62,[78]
,Poliovirus,2Apro,"Nup 62, Nup 98, Nup 153",[76]
,Encephalomyocarditis virus,Leader protein,"Nup 62, Nup 153, Nup 214",[81]
Cardiovirus,,,,
,Theiler’s murine,,,
,,Leader protein,"Nup 62, Nup 98",[82]
,encephalomyelitis virus,,,
