0,1,2,3,4,5,6
,"Table 3. Changes in patient medication adherence and social functioning (T0, T1 and T2 comparison).",,,,,
,T0,T1,T2,T0-T1 test,T0-T2 test,T1-T2 test
,(n = 266),(n = 266),(n = 230),(n = 266),(n = 230),(n = 230)
,,,,p-value,p-value,p-value
Medication Adherence,,,,,,
Good adherence,1 (<1%),197 (74%),175 (76%),<0.0001,<0.0001,0.2032
Uses antipsychotics intermittently,46 (17%),59 (22%),33 (14%),,,
Does not use medications,219 (82%),10 (4%),22 (10%),,,
Social Functioning,,,,,,
Daily life activities,,,,,,
Good,0 (0%),64 (24%),55 (24%),<0.0001,<0.0001,0.0065
Average,8 (3%),182 (68%),133 (58%),,,
Poor,258 (97%),20 (8%),42 (18%),,,
Housework,,,,,,
Good,0 (0%),29 (11%),33 (14%),<0.0001,<0.0001,0.0123
Average,6 (2%),187 (70%),124 (54%),,,
Poor,260 (98%),50 (19%),73 (32%),,,
Productive labor or work,,,,,,
Good,0 (0%),15 (6%),18 (8%),<0.0001,<0.0001,0.2452
Average,1 (<1%),136 (51%),100 (43%),,,
Poor,265 (>99%),115 (43%),112 (49%),,,
Learning ability,,,,,,
Good,0 (0%),4 (2%),6 (3%),<0.0001,<0.0001,0.003
Average,0 (0%),138 (52%),90 (39%),,,
Poor,266 (100%),124 (47%),134 (58%),,,
Interpersonal relationships,,,,,,
Good,0 (0%),14 (5%),8 (3%),<0.0001,<0.0001,<0.0001
Average,4 (2%),151 (57%),101 (44%),,,
Poor,262 (98%),101 (38%),121 (53%),,,
