0,1,2,3,4,5,6,7,8
Singleton et al.,,,,,,,,Management of Acute Canine Diarrhoea
,"TABLE 5 | Parameter estimates from a ﬁnalised mixed effects logistic regression model, modelling on a case-level the presence of systemic antimicrobial and",,,,,,,
,gastrointestinal agent prescription against a range of risk factors.,,,,,,,
Random effect,Variance,SDa,Variable,Category,β,SEb,ORc (95% CI)d,P
,SYSTEMIC ANTIMICROBIAL PRESCRIPTION,,,,,,,
Practice,0.75,0.87,,Intercept,−0.72,0.14,0.49 (0.37–0.64),
Site,0.27,0.52,Diarrhoea,Without blood,-,-,1.00,-
,,,,With blood,1.42,0.10,4.13 (3.42–4.98),<0.01
,,,Weight loss,Absent,-,-,1.00,-
,,,,Present,0.71,0.40,2.03 (0.93–4.45),0.08
,,,Severity,Mild,-,-,1.00,-
,,,,Moderate/severe,0.29,0.12,1.34 (1.06–1.69),0.01
,,,Diarrhoeic pattern,Large intestinal,-,-,1.00,-
,,,,Mixed,0.01,0.13,1.01 (0.78–1.30),0.95
,,,,"Small
intestinal",0.07,0.11,1.07 (0.87–1.31),0.54
,,,,Unknown,−0.53,0.17,0.59 (0.42–0.82),<0.01
,,,Body temperature,Normal/<39◦C,-,-,1.00,-
,,,,Not recorded,0.18,0.11,1.19 (0.97–1.46),0.09
,,,,39.0◦C ≤ 39.4◦C,0.72,0.13,2.05 (1.58–2.65),<0.01
,,,,39.5◦C ≤ 39.9◦C,1.78,0.26,5.93 (3.56–9.88),<0.01
,,,,40.0◦C ≤,1.50,0.48,4.47 (1.76–11.36),<0.01
,,,Age (years),Age—linear,0.22,0.08,1.25 (1.07–1.46),0.01
,,,,Age—quadratic,−0.25,0.08,0.78 (0.67–0.91),<0.01
,,,,Age—cubic,0.10,0.05,1.10 (1.01–1.20),0.04
,GASTROINTESTINAL AGENT PRESCRIPTION,,,,,,,
Practice,0.32,0.56,,Intercept,−1.65,0.13,0.19 (0.15–0.25),
Site,0.28,0.53,Vomit,No vomit,-,-,1.00,-
,,,,Without blood,2.84,0.13,17.13 (13.41–21.89),<0.01
,,,,With blood,3.84,0.45,46.35 (19.39–110.81),<0.01
,,,Poor appetite,Absent,-,-,1.00,-
,,,,Present,0.65,0.15,1.92 (1.45–2.55),<0.01
,,,Severity,Mild,-,-,1.00,-
,,,,Moderate & severe,0.93,0.19,2.52 (1.76–3.62),<0.01
,,,Diarrhoeic pattern,Large intestinal,-,-,1.00,-
,,,,Mixed,0.28,0.14,1.33 (1.00–1.76),0.05
,,,,"Small
intestinal",0.20,0.11,1.22 (0.97–1.53),0.08
,,,,Unknown,0.01,0.18,1.01 (0.70–1.44),0.98
,,,Body temperature,Normal/<39◦C,-,-,1.00,-
,,,,Not recorded,−0.38,0.12,0.68 (0.54–0.87),<0.01
,,,,39.0◦C ≤ 39.4◦C,−0.04,0.15,0.96 (0.72–1.28),0.78
,,,,39.5◦C ≤ 39.9◦C,−0.17,0.25,0.84 (0.51–1.39),0.50
,,,,40.0◦C ≤,−1.05,0.50,0.35 (0.13–0.93),0.04
,,,Vomit & Severity,No blood:,−0.71,0.25,0.49 (0.30–0.80),0.01
,,,,moderate/severe,,,,
,,,,With blood:,-2.07,0.73,0.13 (0.03–0.53),0.01
,,,,moderate/severe,,,,
,,,Age (years),Age—linear,0.13,0.09,1.13 (0.95–1.35),0.17
,,,,Age—quadratic,−0.33,0.09,0.72 (0.60–0.87),<0.01
,,,,Age—cubic,0.09,0.05,1.10 (0.99–1.21),0.08
