0,1,2,3,4,5,6,7,8,9,10
Table 2 Patient groups per month of the 3247 samples,,,,,,,,,,
,,April,,May,,June,,July,,Total
,Number,% (95% confidence,Number,%(95% confidence,Number,% (95% confidence,Number,% (95% confidence,Number,% (95% confidence
,,interval),,interval),,interval),,interval),,interval)
< 1 yrs,101,16.7 (13.8-19.9%),78,12.1 (9.7-14.8%),91,11.8 (9.6-14.2%),124,10.1 (8.5-11.9%),394,12.1 (11-13.3%)
1-5 yrs,104,17.2 (14.2-20.4%),95,14.7 (12-17.7%),129,16.7 (14-19.5%),143,11.7 (9.9-13.6%),471,14.5 (13.3-15.7%)
6-16,49,8.1 (6-10.6%),50,7.7 (5.8-10.1%),90,11.6 (9.5-14.1%),113,9.2 (7.7-11%),302,9.3 (8.3-10.4%)
yrs,,,,,,,,,,
17-64,266,44 (40-48%),315,48.7 (44.7-52.6,378,48.8 (45-52.4%),693,56.5 (53.7-59%),1652,50.9 (49.1-52.6%)
yrs,,,,%),,,,,,
> 65,84,13.9 (11.2-16.4%),109,16.8 (14-20%),87,11.2 (9.1-13.7%),148,12.1 (10.3-14%),428,13.2 (12-14.4%)
yrs,,,,,,,,,,
Total,605,,647,,774,,1226,,3247,
