0,1,2,3,4,5
,Severitya,,,,
Variablea,Mild (n = 284),Moderate (n = 83),Severe (n = 23),Bivariate P- value,Multivariable aOR (CI95)g
Sex—male,162 (73),47 (21),12 (5),0.77,–
Age (in years)b,–,–,–,0.12,–
Racea,,,,,
White (ref),149 (74),48 (24),5 (2),0.01,–
Black,46 (69),15 (22),6 (9),,
Asian,3 (38),1 (13),4 (50),,
Other,32 (76),6 (14),4 (10),,
Missing,54 (76),13 (18),4 (6),,
Insurancea,,,,,
Commercial (ref),80 (70),30 (26),5 (4),0.83,–
Medicaid,181 (74),46 (19),16 (7),,
Self- pay,5 (83),0 (0),1 (17),,
Unknown,18 (69),7 (27),1 (4),,
HPIV typea,,,,,
1 (ref),84 (84),12 (12),4 (4),–,
2,31 (78),7 (18),2 (5),0.3693,"1.60 (0.63, 4.10)"
3,130 (73),36 (20),13 (7),0.03,"1.73 (0.91, 3.30)"
4,39 (55),28 (39),4 (6),<0.001,"3.85 (1.87, 7.94)"
Number of chronic conditionsb,,,,,
0,119 (81),25 (17),3 (2),<0.001,
1,90 (76),25 (21),4 (4),,
2,36 (69),11 (21),5 (10),,
3,23 (59),11 (28),5 (13),,
≥4,16 (48),11 (33),6 (18),,
Type of chronic conditionsa,,,,,
Respiratoryc,80 (62),38 (29),12 (9),<0.001,"2.25 (1.37, 3.70)"
Cardiovasculard,32 (47),26 (38),10 (15),<0.001,"3.81 (2.21, 6.55)"
Immunocompromisede,26 (64),12 (29),3 (7),0.17,
Neurologicalf,32 (57),17 (30),7 (13),0.003,
Co- infectiona,75 (76),19 (19),5 (5),0.44,
