0,1,2,3,4,5,6,7,8,9,10,11,12
,"Nagao et al. BMC Gastroenterology 2012, 12:155",,,,,,,,,,,Page 4 of 9
,http://www.biomedcentral.com/1471-230X/12/155,,,,,,,,,,,
,Table 1 Characteristics of the subjects,,,,,,,,,,,
No.,Age,Sex,Liver,HCV,HCV,IFN,,,,,,
,,,Diagnosis,genotype,RNA,,,,,,,
,,,,,,,Before,colony,2 W after,colony,,3 M after IFN
,,,,,level,,,,,,,
,,,,,,,IFN,(n),IFN,(n),,
1,70,F,CH-C,1b,High,Peg-IFN/RBV,−,,−,,−,
2,52,M,CH-C,1b,High,Peg-IFN/RBV,+,,+,,+,
,,,,,,,C. albicans,3,C. albicans,1,,C. albicans
,,,,,,,OLP,,OLP,,OLP,
3,33,F,CH-C,1b,High,Peg-IFN/RBV,+,,−,,−,
,,,,,,,C. albicans,2,,,,
4,53,F,LC-C,ND,Low,IFN beta,−,,−,,−,
,,,,(serogroup 2),,,,,,,,
5,70,F,CH-C,2a,High,Peg-IFN/RBV,+,,−,,+,
,,,,,,,C. albicans,1,,,,C. albicans
,,,,,,,,,,,,C. parapsilosis
6,60,F,CH-C,2a,High,Peg-IFN/RBV,−,,−,,−,
7,57,F,CH-C,1b,High,Peg-IFN/RBV,+,,−,,+,
,,,,,,,C. albicans,2,,,,C. albicans
,,,,,,,,,,,,recurrent
,,,,,,,,,,,,aphthous
,,,,,,,,,,,,stomatitis
8,58,F,CH-C,1b,High,Peg-IFN/RBV,−,,−,,−,
9,25,F,CH-C,1b,High,Peg-IFN/RBV,−,,−,,−,
10,54,F,CH-C,1b,High,Peg-IFN/RBV,−,,−,,−,
11,61,F,CH-C,1b,High,Peg-IFN/RBV,+,,−,,+,
,,,,,,,C. albicans,1,,,,C. albicans
,,,,,,,,,,,angular,
,,,,,,,,,,,cheilitis,
12,69,F,CH-C,1b,High,Peg-IFN/RBV,+,,−,,+,
,,,,,,,C. albicans,1,,,,C. albicans
13,60,M,CH-C,1b,High,Peg-IFN/RBV,−,,−,,−,
14,62,M,CH-C,1b,Low,Peg-IFN/RBV,−,,−,,−,
,,,,,,,,,,,OLP,
,Incidence of Candida,,,,,,42.86%,,7.14%,,35.71%,
or mucosal,,lesions (%),,,,,,,,,,
,Total colonies (n),,,,,,,10,,1,,
,C. albicans (the number of patients),,,,,,6,,1,,5,
,C. parapsilosis (the number of patients),,,,,,0,,0,,1,
C.,lusitaniae (the number of patients),,,,,,0,,0,,0,
C.,tropicalis (the number of patients),,,,,,0,,0,,0,
