0,1,2,3,4,5,6,7
TABLE 1 | Fit indices for conﬁrmatory factor analyses.,,,,,,,
Model,χ2,df,(cid:49)χ2,(cid:49) df,CFI,RMSEA,SRMR
Hypothesized four-factor model,61.175∗,20,–,–,0.95,0.09,0.05
Three-factor models,,,,,,,
,,,∗,,,,
Combining MHP and FEX,128.08∗,23,,3,0.87,0.13,0.07
,,,∗,,,,
Combining MHP and FEC,94.25∗,23,,3,0.91,0.11,0.07
,,,∗,,,,
Combining MHP and DWC,185.43∗,23,,3,0.80,0.16,0.10
,,,∗,,,,
Combining FEX and FEC,153.02∗,23,,3,0.84,0.15,0.07
,,,∗,,,,
Combining FEX and DWC,184.11∗,23,,3,0.80,0.16,0.10
,,,∗,,,,
Combining FEC and DWC,274.90∗,23,,3,0.69,0.20,0.18
Two-factor model,,,,,,,
,,,∗,,,,
"Combining MHP, FEX and FEC",159.29∗,25,,5,0.83,0.14,0.07
,,,∗,,,,
"Combining MHP, FEX and DWC",247.55∗,25,,5,0.73,0.18,0.10
,,,∗,,,,
"Combining MHP, FEC, and DWC",211.30∗,25,,5,0.77,0.17,0.10
,,,∗,,,,
"Combining FEX, FEC, and DWC",263.09∗,25,,5,0.71,0.19,0.11
,,,∗,,,,
One-factor model,269.46∗,26,,6,0.70,0.19,0.10
