0,1,2,3,4,5,6,7,8
,,,,"levels, see the corresponding Fig. 2",,,,
,,,,Table 4  Herd B,,,,
Bacteria/comparison,4 vs 0,8 vs 4,12 vs 8,,,,,
,,,,,,Week after arrival,,
"A. pleuropneumoniae, 2",NS,**,NS,,,,,
"A. pleuropneumoniae, 3",NS,**,*,,,,,
,,,,,0,4,8,12
P.multocida,**,**,NS,,,,,
S. suis,**,NS,NS,,,,,
,,,,"A. pleuropneumoniae, type 2",0/10,10/10,10/10,–
M. hyopneumoniae,NS,NS,**,,,,,
,,,,"A. pleuropneumoniae, type 3",0/10,3/10,3/10,–
3,,,,,,,,
,,,,M. hyopneumoniae,0/10,0/10,4/10,–
,,,,"P
. multocida",1/10,10/10,10/10,–
"2,5",,,,,,,,
,,,,S. suis,0/10,8/10,9/10,–
2,,,,,,,,
,,,,,Number of seropositive pigs in 10 pigs repeatedly analysed during the fattening,,,
