0,1,2,3,4,5,6,7,8
,Table 8. Final performance comparison—1000 runs of 10-fold cross validation.,,,,,,,
,,,Accuracy (%),,,AUC,,Time (ms)
,,Mean,Max,Min,Mean,Max,Min,Mean
,RF,77.53,89.29,66.07,0.815,0.900,0.722,26.52
EEG-GSR,NB,79.39,85.71,67.86,0.783,0.819,0.733,9.41
,MLP,79.98,83.93,71.43,0.781,0.815,0.723,70.98
,RF,64.77,78.57,51.79,0.695,0.833,0.569,44.38
EEG,NB,70.85,78.57,64.29,0.710,0.760,0.640,9.89
,MLP,77.04,83.93,66.07,0.775,0.833,0.641,251.22
,RF,68.33,78.57,53.57,0.731,0.831,0.591,30.84
GSR,NB,66.86,71.43,64.29,0.709,0.751,0.655,11.9
,MLP,70.03,76.79,60.71,0.744,0.796,0.683,163.49
