0,1,2,3,4,5,6
,2000,2001,2002,2003,2004,2000–2004
,Cases (%),Cases (%),Cases (%),Cases (%),Cases (%),Cases (%)
Sex*,,,,,,
Male,5285 (52.2),5580 (53.6),6000 (53.5),5737 (53.7),6282 (52.7),28884 (53.2)
Female,4734 (46.8),4699 (45.1),5095 (45.5),4829 (45.2),5555 (46.6),24912 (45.8)
Age (yrs),,,,,,
0–9,2326 (23.0),2186 (21.0),2406 (21.5),1998 (18.7),2283 (19.2),11202 (20.6)
10–19,1045 (10.3),1122 (10.8),1198 (10.7),1086 (10.2),1156 (9.7),5607 (10.3)
20–29,1639 (16.2),1889 (18.1),1936 (17.3),1996 (18.7),2147 (18.0),9605 (17.7)
30–39,1317 (13.0),1306 (12.5),1395 (12.4),1300 (12.2),1543 (13.0),6861 (12.6)
40–49,1112 (11.0),1146 (11.0),1201 (10.7),1241 (11.6),1418 (11.9),6118 (11.3)
50–59,798 (7.9),766 (7.4),888 (7.9),870 (8.1),1097 (9.2),4419 (8.1)
60–69,793 (7.8),794 (7.6),845 (7.5),821 (7.7),862 (7.2),4115 (7.6)
70–79,792 (7.8),795 (7.6),909 (8.1),931 (8.7),914 (7.7),4341 (8.0)
80+,302 (3.0),401 (3.9),431 (3.8),443 (4.1),494 (4.1),2071 (3.8)
