0,1,2,3,4,5,6,7
Table 1 US FDA-approved monoclonal antibody on the market (Continued),,,,,,,
mAb,Brand,Company,Target,Format,Technology,Indication&,US#
,name,,,,,,Approval
,,,,,,postmenopausal,
,,,,,,women at increased,
,,,,,,"risk of
fracture",
Risankizumab,Skyrizi,Boehringer Ingelheim,IL-23 p19,Humanized IgG1,Hybridoma,Plaque psoriasis,2019
,,Pharmaceuticals/ AbbVie Inc.,,,,,
Polatuzumab,Polivy,"Roche, F. Hoffmann-La Roche, Ltd.",CD79β,Humanized IgG1,Hybridoma,Diffuse large B-cell,2019
vedotin,,,,ADC,,lymphoma,
Brolucizumab,Beovu,Novartis Pharmaceuticals Corp.,VEGF-A,Humanized scFv,,Hybridoma$ Macular degeneration,2019
Crizanlizumab,Adakveo,Novartis Pharmaceuticals Corp.,P-selectin,Humanized IgG2,Hybridoma,Sickle cell disease,2019
"*Marketing end date on July 30th, 2011",,,,,,,
