0,1,2,3
,Episodes of viral pneumonia,,
,(n=284),Coronavirus,26 (9.2)
,,hMPV,25 (8.8)
,Abbreviations.R/E: rhinovirus/enterovirus; NP: nasopharyngeal; RVP: respiratory virus panel.,,
,,Adenovirus,16 (5.6)
FIGURE 1.,Identiﬁcation of study population.,Multiple viruses,14 (4.9)
,,RSV,7/14 (50)
,,Rhinovirus/enterovirus,7/14 (50)
,,Inﬂuenza,4/14 (28.6)
,,Coronavirus,4/14 (28.6)
TABLE 1. Demographic and Clinical Characteristics of Adult,,,
,,hMPV,3/14 (21.4)
Patients With Viral Pneumonia,,,
,,Adenovirus,2/14 (14.3)
,,PIV,2/14 (14.3)
n (%),All Patients (N ¼ 284),,
