0,1,2,3,4,5
,"Table 1. Admission drugs, Radiologist Reports of Presenting chest radiograph (CXR) and absolute blood leukocyte counts at the",,,,
point of sampling of PBMC used for phenotyping.,,,,,
,Patients,,,,
,1,2,3,,
Age,38,38,24,,
Gender,F,M,F,,
Presenting CXR,Ill defined patchy consolidation,"Patchy bilateral upper, mid and lower",Extensive right,lower,lobe consolidation
,"in right and left
lower zones",zones consolidations,and left,lower zone patchy consolidations,
Lymphocytes (x10‘9/l),3.9,2.6,2.6,,
(normal: 1–4),,,,,
"Neutrophil count
(x10‘9/l)",19.9,7.4,3.0,,
(normal: 2.5–7.5),,,,,
"Monocytes count
(x10‘9/l)",0.3,0.9,0.4,,
(normal 0.2–0.8),,,,,
Drugs on admission to hospital,Aspirin 75 mg Folic acid 5 mg,Orlistat 360 mg Simvastatin 40 mg Aspirin,None,,
,Ferrous sulphate 600 mg,75 mg Omeprazole 20 mg Lisinopril 20 mg,,,
,,Frusemide 40 mg Carvedilol 12.5 mg,,,
,,Nitrazepam 5 mg,,,
