0,1,2,3,4,5,6,7,8,9,10
Table 1. Replication and respiratory droplet transmission of PN99 and IN11 influenza viruses in ferrets housed at different environmental,,,,,,,,,,
conditions.,,,,,,,,,,
,,,,Inoculateda,,,,,Contactsb,
,Environmental,Absolute,Presented,Peak Temp,Peak %,Peak,RDTf,Peak Temp,Peak %,Peak
,Condition (°C/%,Humidity (g/,Dose (log10,Changee,Weight,NWc,(day),Changee,Weight,NWc
,RH),m3),pfu),(day)d,Loss,Titer,,(day)d,Loss,Titer
,,,,,(day)d,(day)d,,,(day)d,(day)d
PN99,5/70,4.8,3.8±0.10,1.2 (2),16.5 (9),4.7±0.30,1/3 (3),0.9 (9),8.7 (9),4.4 (5)
,,,,,,(3),,,,
,23/30,6.2,4.2±0.09,1.4 (2),15.3 (7),4.8±0.61,2/3 (3),2.0 (5),8.4 (7),3.4±1.40
,,,,,,(3),,,,(5)
,23/50,10.3,4.3±0.13,1.8 (2),9.6 (7),4.2±0.48,1/3 (5),0.7 (3),5.2 (5),3.8 (5)
,,,,,,(3),,,,
,23/70,14.4,3.8±0.12,2.4 (2),11.0 (7),4.3±0.48,2/3 (3),1.7 (5),"7.6 (9,11)",4.7±0.30
,,,,,,(5),,,,(3)
IN11,5/70,4.8,5.3±0.02,1.9 (3),11.0 (9),5.4±0.40,0/3,-,-,-
,,,,,,(3),,,,
,23/30,6.2,4.3±0.18,3.3 (2),10.7 (6),5.3±0.56,3/3 (3),0.4 (3),3.7 (9),5.3±0.58
,,,,,,(1),,,,(3)
,23/50,10.3,5.5±0.02,3.2 (2),12.2 (7),5.2±0.89,0/3,-,-,-
,,,,,,(5),,,,
,23/70,14.4,4.8±0.14,2.0 (2),13.4 (6),5.7±0.26,2/3 (1),2.1 (9),2.1 (9),4.8±1.10
,,,,,,(1),,,,(7)
