0,1,2,3,4,5
cRSV	including	type	A	and	B.,,,,,
T A B L E   3  Discordant	analysis	of	positive	results	by	only	one	RV	assay,,,,,
Type of discrepant results,Result from AP,Result from AD,Result from RQ,Consensus,No. of samples
1,RSVB,Negative,Negative,Negative,9
2,RSVB,PIV2,Negative,Negative,1
3,RSVB,OC43,Negative,OC43,1
4,RSVA,Negative,Negative,Negative,1
5,Negative,RSVB,Negative,Negative,1
6,Negative,RSVB,Negative,RSVB,1
7,Negative,229E,Negative,Negative,4
8,Negative,229E,Negative,229E,1
9,Negative,Negative,NL63,Negative,1
10,Negative,MPV,Negative,MPV,1
11,Negative,NL63,Negative,NL63,1
12,Negative,Negative,ADV,ADV,1
13,Negative,OC43,Negative,OC43,1
14,Negative,INFA,Negative,Negative,1
15,Negative,INFA,Negative,INFA,3
16,Negative,MPV,Negative,MPV,1
17,Negative,MPV,Negative,Negative,1
18,MPV,Negative,Negative,MPV,1
19,INFA,Negative,Negative,INFA,1
20,ADV,Negative,Negative,Negative,1
21,ADV,Negative,Negative,ADV,1
Total no.,,,,,34
