0,1,2,3,4,5,6,7
Table 1. Risk group sociodemographics.,,,,,,,
,Negative,Viral,Infection,Coincident Infection,Bacterial,Infection,p-values
,"N = 190,386",N = 370,,N = 328,"N = 18, 611",,
Gender,,,,,,,
Male,53.2%,52.4%,,53.1%,53.9%,,0.28
Female,46.8%,47.6%,,46.9%,46.1%,,0.28
Race,,,,,,,
White,68.8%,66.9%,,65.1%,65.7%,,",0.0001"
Black,15.3%,16.3%,,15.3%,17.9%,,",0.0001"
Hispanic,7.0%,8.9%,,7.3%,6.6%,,0.19
Asian,2.4%,2.7%,,5.5%,2.8%,,",0.0001"
Others,6.6%,5.2%,,6.7%,6.9%,,0.16
Age (yrs),,,,,,,
"18,20",3.0%,1.1%,,2.4%,2.1%,,",0.0001"
"21,30",9.7%,7.6%,,4.3%,6.7%,,",0.0001"
"31,40",10.4%,10.0%,,7.9%,7.8%,,",0.0001"
"41,50",15.9%,17.3%,,17.1%,13.5%,,",0.0001"
"51,60",20.3%,29.5%,,27.1%,20.6%,,",0.0001"
"61,70",19.0%,18.9%,,22.6%,20.9%,,",0.0001"
"71,80",14.3%,10.3%,,12.5%,17.7%,,",0.0001"
.80,7.4%,5.4%,,6.1%,10.6%,,",0.0001"
Mean Age,54.8,54.8,,56.7,58.7,,
Median Age,56,55,,58,60,,
Maximum Age,108,91,,96,107,,
Minimum Age,18,18,,19,18,,
Insurance Status,,,,,,,
Commercial/Private,37.4%,33.8%,,32.0%,27.1%,,",0.0001"
Medicaid,11.5%,19.2%,,18.3%,14.2%,,",0.0001"
Medicare,35.9%,34.1%,,36.6%,45.4%,,",0.0001"
State Assisted Healthcare,1.2%,1.4%,,1.5%,1.0%,,0.02
Military,1.4%,0.8%,,1.5%,1.2%,,0.13
Auto Insurance,2.2%,1.4%,,0.9%,2.2%,,0.25
Workers Compensation,1.6%,1.4%,,2.1%,1.2%,,0.0008
Research,0.03%,0%,,0%,0.03%,,0.97
Title V Maternal & Child Health,0.03%,0%,,0%,0.06%,,0.37
County Medically Indigent,1.0%,0.8%,,1.2%,0.9%,,0.62
Services,,,,,,,
Charity,1.0%,1.6%,,0.9%,0.9%,,0.27
Self-Pay,5.1%,3.5%,,3.7%,3.9%,,",0.0001"
Other NOS,1.0%,1.4%,,0.9%,1.2%,,0.004
Unknown,0.7%,0.8%,,0.3%,0.7%,,0.62
