0,1,2,3,4,5,6
,,,Table 3. Cont.,,,
,,,95%,,95%,
,,FeLV,,,,
Variables,Modalities,,Conﬁdence,Odds Ratio,Conﬁdence,p-value
,,Prevalence,,,,
,,,Interval a,,Interval b,
Number of,,,,,,
,1,2.1,1.6–2.7,Reference,-,-
cats in group,,,,,,
,2,1.9,1.3–2.7,0.92,(0.60–1.43),0.72
,3,1.8,0.9–3.1,0.84,(0.44–1.62),0.61
,4,2.0,0.7–4.4,0.98,(0.42–2.30),0.97
,≥5,5.1,3.6–7.0,2.53,(1.65–3.88),<0.001 *
,Female,,,,,
Sex,,1.8,1.0–2.9,Reference,-,-
,intact,,,,,
,Female,,,,,
,,2.0,1.4–2.7,1.11,(0.61–2.03),0.73
,spayed,,,,,
,Male intact,4.0,2.9–5.5,2.35,(1.28–4.31),0.006 *
,Male,,,,,
,,2.2,1.7–3.0,1.28,(0.71–2.29),0.41
,castrated,,,,,
,Not sure,1.7,0.2–5.9,0.95,(0.21–4.21),0.95
Age,< 1 year,1.7,1.2–2.4,Reference,-,-
,1 to ≤6 years,3.5,2.8–4.4,2.11,(1.39–3.22),<0.001 *
,>6 years,1.6,1.1–2.2,0.92,(0.56–1.53),0.77
Access,Indoor only,1.5,1.0–2.1,Reference,-,-
,In- and,,,,,
,,2.6,2.0–3.1,1.77,(1.17–2.67),0.006 *
,outdoor,,,,,
,Outdoor,,,,,
,,5.9,3.8–8.8,4.26,(2.46–7.35),0.001 *
,only,,,,,
,Not sure,1.7,0.3–4.8,1.15,(0.35–3.80),0.82
Last FeLV,,,,,,
,Never,2.7,2.2–3.2,Reference,-,-
vaccination,,,,,,
,<1 year,0.8,0.4–1.7,0.31,(0.15–0.64),0.001 *
,1 to ≤3 years,0.9,0.2–2.6,0.32,(0.10–1.03),0.056
,>3 years,1.6,0.3–4.7,0.61,(0.19–1.93),0.40
,Not sure,3.5,2.2–5.3,1.30,(0.81–2.09),0.28
Health,Healthy,1.6,1.3–2.1,Reference,-,-
,Sick,3.9,3.0–4.8,2.43,(1.74–3.39),<0.001 *
,a Conﬁdence interval for the mean; b conﬁdence interval for the odds ratio; * p-value < 0.05.,,,,,
