0,1,2,3,4,5,6,7,8,9,10,11,12
,Journals,,,,Wikipedia,,,,Magazines,Newspapers,Blogs,Alternative
,,,,,,,,,,,Sites,
Topic/Sub-Topic,Pre-,,Post-,,Pre-,,Post-,,,,,
,Outbreak,,Outbreak,,Outbreak,,Outbreak,,,,,
Oxygen,,0,,12.5,,100,,100,2.6,2.0,1.5,0
Pain control,,0,,28.1,,100,,100,0.0,0.3,1.5,0
Nutrition,,0,,12.5,,0,,0,0.0,0.0,0.0,0
Experimental therapies,,100,,84.4,,100,,0,18.4,16.7,20.3,0
Supportive treatment only,,75,,84.4,,100,,100,13.2,8.7,2.3,0
Preventing spread,,,,,,,,,,,,
Travel bans (not helpful),,0,,0.0,,0,,100,5.3,4.7,3.0,3.8
Screening Travelers,,0,,56.3,,0,,100,13.2,14.0,4.5,15.4
Trust and role of institutions,,,,,,,,,,,,
Nations impacted,,,,,,,,,,,,
Liberia,,,,93.8,,,,100,57.9,57.0,69.9,42.3
Sierra Leone,,,,93.8,,,,100,36.8,42.7,69.2,19.2
Guinea,,,,93.8,,,,100,28.9,40.7,68.4,15.4
Nigeria,,,,78.1,,,,0,23.7,9.0,6.8,3.8
Senegal,,,,65.6,,,,0,15.8,2.7,4.5,3.8
Mali,,,,21.9,,,,0,2.6,1.7,3.0,0
United States,,,,65.6,,,,100,57.9,38.3,27.8,76.9
United Kingdom,,,,6.3,,,,100,5.3,1.0,7.5,0
Italy/Germany,,,,3.1,,,,0,0.0,1.0,0.8,0
Spain,,,,46.9,,,,100,15.8,7.0,8.3,0
Agencies,,,,,,,,,,,,
WHO/UN,,0,,84.4,,100,,100,21.1,44.0,59.4,19.2
CDC,,25,,53.1,,100,,100,42.1,41.3,30.1,38.5
MSF,,25,,21.9,,100,,100,18.4,15.0,20.3,0
NIH,,0,,18.8,,0,,0,5.3,12.0,8.3,7.7
Dept of Transportation,,0,,3.1,,0,,0,2.6,0.3,0.0,0
Local Ministries of Health/Dept of,,0,,9.4,,100,,0,5.3,13.0,17.3,
health,,,,,,,,,,,,0
FDA,,25,,34.4,,100,,100,2.6,7.0,7.5,7.7
Dept of Defense/USAMRIID,,0,,6.3,,100,,100,13.2,13.3,7.5,26.9
USAID,,0,,3.1,,0,,0,5.3,3.7,2.3,0
EPA/OSHA—PPE,,0,,12.5,,0,,0,0.0,0.3,0.0,0
Red Cross,,0,,3.1,,0,,0,7.9,3.0,4.5,0
HHS/ASPR/BRADA/USPHS,,0,,6.3,,0,,0,2.6,5.7,0.8,3.8
Other,,,,,,,,,,,,
Molecular/Cellular Pathogenesis,,75,,68.8,,100,,100,2.6,0.3,3.0,0
Virology,,100,,90.6,,100,,100,5.3,0.0,0.8,3.8
Animal Reservoir,,50,,81.3,,100,,100,7.9,3.0,6.8,0
Historical Perspective,,100,,68.8,,100,,100,7.9,1.0,3.0,3.8
Non-Factual statements (% of,,,,,,,,,,,,
articles with),,,,,,,,,,,,
Overt inaccuracies,,0,,9.4,,100,,0,0.0,3.3,1.5,61.5
Caveated inaccuracies,,0,,3.1,,0,,0,0.0,1.0,0.8,0
Error by omission,,0,,34.4,,0,,0,5.3,3.7,1.5,0
Claim without source or evidence,,0,,3.1,,0,,0,0.0,0.0,0.0,19.2
,,,,,,,,,,,,(Continued)
