0,1,2,3,4,5,6,7,8,9,10
,,,,,T (epidemic day to estimate the CFR; days),,,,,
Relative,,,,,,,,,,
,CFR,r,30,40,50,60,70,80,90,100
CFR,,,,,,,,,,
,,0.05,0.0%,0.1%,0.3%,0.1%,0.0%,0.0%,0.0%,0.0%
,0.1%,0.15,0.0%,0.0%,1.5%,10.5%,31.3%,86.1%,100.0%,*
,,0.25,0.0%,11.1%,67.5%,*,*,*,*,*
,,0.05,0.4%,1.0%,1.7%,0.3%,0.7%,1.9%,5.9%,8.2%
80%,0.5%,0.15,0.0%,3.2%,11.5%,23.3%,64.8%,99.3%,100.0%,*
,,0.25,6.6%,26.3%,98.1%,*,*,*,*,*
,,0.05,2.5%,6.2%,6.6%,5.0%,6.9%,6.5%,7.2%,8.8%
,2.0%,0.15,2.1%,7.1%,13.2%,34.8%,80.4%,99.9%,100.0%,*
,,0.25,10.0%,41.9%,99.6%,*,*,*,*,*
,,0.05,0.0%,0.1%,0.1%,0.0%,0.0%,0.0%,0.0%,0.1%
,0.1%,0.15,0.0%,0.0%,3.3%,54.0%,99.2%,100.0%,100.0%,*
,,0.25,0.0%,49.1%,100.0%,*,*,*,*,*
50%,0.5%,0.05,0.2%,0.6%,0.6%,0.6%,0.2%,3.4%,15.5%,27.8%
,,0.15,0.0%,7.8%,45.3%,95.8%,99.9%,100.0%,100.0%,*
,,0.25,17.7%,95.6%,100.0%,*,*,*,*,*
,2.0%,0.05,2.7%,5.1%,5.0%,8.1%,21.1%,28.7%,38.1%,48.7%
,,0.15,3.7%,33.0%,74.0%,99.8%,100.0%,100.0%,100.0%,*
,,0.25,44.8%,99.9%,100.0%,*,*,*,*,*
,,0.05,0.0%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%
,0.1%,0.15,0.0%,0.0%,2.7%,91.1%,100.0%,100.0%,100.0%,*
,,0.25,0.0%,86.7%,100.0%,*,*,*,*,*
,,0.05,0.3%,0.4%,0.4%,0.3%,0.4%,5.5%,24.5%,49.5%
30%,0.5%,0.15,0.0%,8.3%,84.7%,100.0%,100.0%,100.0%,100.0%,*
,,0.25,29.6%,100.0%,100.0%,*,*,*,*,*
,,0.05,1.4%,3.3%,4.2%,10.4%,33.9%,55.0%,72.8%,86.4%
,2.0%,0.15,4.3%,64.9%,98.7%,99.9%,100.0%,100.0%,,
,,0.25,86.1%,100.0%,100.0%,*,*,*,*,*
