0,1,2,3,4,5,6,7,8,9,10,11
Table 2. Pearson correlations among the PCL-C total score and possible predictors.,,,,,,,,,,,
,Variable,1,2,3,4,5,6,7,8,9,10
1.  PCL-C total score,,–,–0.09**,0.31**,0.08**,–0.02,–0.01,–0.14**,–0.15**  –0.04,,–0.11**
2.  Gender,,,–,–0.06,0.16,0.54,–0.01,0.02,0.08*,0.04,–0.12**
3.  Area,,,,–,–0.23**,–0.09**,–0.05,–0.06,–0.17**,0.03,0.11**
4.  College grade,,,,,–,0.03,–0.08*,–0.01,–0.08**  –0.06*,,"PH
 
0.04"
,5.   Having knowledge about H1N1,,,,,,,,,,
,,,,,,–,0.16**,0.05,0.07*,0.02,0.01
Influenza,,,,,,,,,,,
6.  Taking vaccine,,,,,,,–,0.09**,–0.05,0.05,–0.01
,7.  Having H1N1 Influenza,,,,,,,–,0.06,0.14**,0.01
,"8.   Having family members, friends, or",,,,,,,,,,
,,,,,,,,,–,0.15**,–0.07*
,others known having H1N1 Influenza,,,,,,,,,,
,9.   Contacting people infected H1N1,,,,,,,,,,
,,,,,,,,,,–,–0.04
Influenza,,,,,,,,,,,
10.,Afraid of H1N1 Influenza,,,,,,,,,,–
* P<0.05; ** P<0.01.,,,,,,,,,,,
