0,1,2,3,4,5
Table 5. Performance of Allplex and Panther Fusion systems for each viral target analyzed in both retrospective and prospective studies.,,,,,
,,,Panther Fusion,,
,Positive,Negative,Total,Agreement (%),Cohen´s k
Allplex,n (%),n (%),n (%),,(95% CI)
,Flu A,,,97.55,0.93 (0.90–0.96)
"Positive, n (%)",187 (21.8),7 (0.8),194 (22.7),,
"Negative, n (%)",14 (1.6),651 (75.8),665 (77.3),,
"Total, n (%)",201 (23.4),658 (76.6),859 (100.0),,
,Flu B,,,98.6,0.95 (0.92–0.98)
"Positive, n (%)",128 (14.9),3 (0.4),131 (15.3),,
"Negative, n (%)",9 (1.0),719 (83.7),728 (84.7),,
"Total, n (%)",137 (16.0),721 (84.0),859 (100.0),,
,RSV,,,98.9,0.95 (0.91–0.98)
"Positive, n (%)",94 (11.0),1 (0.1),95 (11.1),,
"Negative, n (%)",8 (0.9),756 (88.0),764 (88.9),,
"Total, n (%)",102 (11.9),757 (88.1),859 (100.0),,
,AdV,,,98.9,0.92 (0.87–0.97)
"Positive, n (%)",58 (6.7),5 (0.6),63 (7.3),,
"Negative, n (%)",4 (0.5),792 (92.2),796 (92.7),,
"Total, n (%)",62 (7.2),797 (92.8),859 (100.0),,
,hMPV,,,98.0,0.83 (0.75–0.91)
"Positive, n (%)",44 (5.2),3 (0.3),47 (5.5),,
"Negative, n (%)",14 (1.6),798 (92.9),812 (94.5),,
"Total, n (%)",58 (6.8),801 (93.2),859 (100.0),,
,RV,,,98.7,0.73 (0.65–0.81)
"Positive, n (%)",63 (7.4),26 (3.0),89 (10.4),,
"Negative, n (%)",15 (1.7),755 (87.9),770 (89.6),,
"Total, n (%)",78 (9.1),781(90.9),859 (100.0),,
,PIV,,,98.6,0.92 (0.84–0.96)
"Positive, n (%)",52 (6.0),4 (0.5),56 (6.5),,
"Negative, n (%)",7 (0.8),799 (92.7),806 (93.5),,
"Total, n (%)",59 (6.8),803 (93.2),862 (100.0),,
