0,1,2,3,4
Table 2 RNA Sequencing libraries details,,,,
Sample name,Raw reads,Trimmed,Uniquely Mapped,
CTRL 1,37.039.265,30.103.595,25.238.297,83.84%
CTRL 2,28.864.090,23.311.634,19.394.421,83.20%
CTRL 3,26.175.781,21.414.954,18.099.690,84.52%
CTRL 4,23.819.919,17.978.157,14.694.053,81.73%
CTRL 5,27.269.370,21.304.535,17.945.240,84.23%
CTRL 6,24.754.841,20.179.523,17.070.409,84.59%
CTRL 7,24.595.313,19.973.641,17.020.911,85.22%
CTRL 8,23.335.827,18.507.845,14.691.888,79.38%
CTRL 9,17.593.049,13.053.838,10.563.297,80.92%
CTRL 10,15.202.953,10.908.028,8.974.349,82.27%
OMWW 1,16.047.903,11.408.761,9.497.639,83.25%
OMWW 2,18.438.802,13.501.457,11.200.681,82.96%
OMWW 3,18.519.366,15.975.728,12.945.322,81.03%
OMWW 5,17.782.725,15.398.684,11.865.229,77.05%
OMWW 6,18.273.935,15.835.585,12.952.124,81.79%
OMWW 7,26.686.925,22.289.512,19.036.201,85.40%
OMWW 8,21.648.754,18.174.251,15.709.291,86.44%
OMWW 9,27.390.420,21.368.047,17.413.426,81.49%
OMWW 10,28.732.976,21.833.209,17.909.295,82.03%
