0,1,2,3,4,5,6,7
Dailiana et al.[72],Vascularized fibular grafting,86,35,,4.0 (0.6–13.7),Conversion into THA,
Author,,Precollapse stage disease,,Pericollapse stage disease,,,Postcollapse stage disease
,Number,Survivorship,,Number,Survivorship,Number,Survivorship
NVBG,,,,,,,
Level I,,,,,,,
Yang et al.[74],48,91.70%,,8,50.00%,NR,NR
Level III,,,,,,,
Steinberg et al.[60],198,68.20%,,13,76.90%,95,49.50%
Level IV,,,,,,,
Zhang et al.[56],71,90.10%,,9,88.90%,5,25.00%
Wei and Ge[75],134,77.60%,,89,85.50%,NR,NR
Wang et al.[76],67,74.60%,,71,62.00%,NR,NR
Zuo et al.[61],27,74.10%,,105,83.80%,26,38.50%
VBG,,,,,,,
Level III,,,,,,,
Feng et al.[67],12,91.70%,,28,85.70%,20,45.00%
Yen et al.[66],11,72.70%,,12,66.67%,16,37.50%
,4,100.00%,,11,81.82%,7,71.43%
Level IV,,,,,,,
Ding et al.[64],19,78.95%,,36,80.56%,23,65.22%
Aoyama et al.[65],NR,NR,,5,100.00%,4,50%
Zeng et al.[68],16,100.00%,,22,90.90%,26,76.92%
Yin et al.[70],3,100.00%,,9,89.00%,2,50.00%
Chen et al.[73],NR,NR,,26,30.77%,7,0.00%
Dailiana et al.[72],8,50.00%,,15,73.33%,63,57.14%
THA: Total hip arthroplasty; NR: Not reported; VBG: Vascularized bone grafting; NVBG: Non‑VBG.,,,,,,,
