0,1,2,3,4,5
,,,Table 1. Cont.,,
,,,,,Method Used to Detect
Induced-ER Modiﬁcation,,Virus,Reference,,
,,,,Membrane Remodeling,ER Origin
,,,[97],TEM,IEM
Single-membrane tubules and,,,,,
,Poliovirus type 1,,,,
double-membrane vesicles,,,[98],TEM,Western blot
(DMVs),,,,,
,,,[99],TEM,Density gradient fractionation
,,,[100],TEM,"TEM, IF, IEM"
,Equine Arterivirus (EAV),,,,
,,,[101],TEM,ET
,,,[102],TEM,IEM
,SARS-Coronavirus,,,,
,,,[103],"TEM, ET",ET
DMVs,,,,,
,,,"[104,105]",TEM,Western blot
,Hepatitis C Virus (HCV),,[76],"TEM, ET","IF, ET"
,,,[106],TEM,n.s.
Zippered ER,Infectious Bronchitis Virus (IBV),,[107],"TEM, ET","TEM, ET"
,"Plant viruses are highlighted in green. TEM, transmission electron microscopy; IF, immunoﬂuorescence; IEM, immuno-EM; ET, electron tomography; CEMOVIS, cryo-EM of vitreous",,,,
