0,1,2,3,4,5,6,7
,Table II. Serological analysis of sera from swine inoculated with rS. cho.,,,,,,
Group,Animal no.,,Neutralizing antibodya,,,Mean % inhibition of antibody against,
,,,,,,3ABCb ± SD,
,,Day 0,Day 7,Day 14,Day 0,Day 7,Day 14
Saline,28-8,(cid:4) 3,108,362,NDc,ND,ND
,1-48,(cid:4) 3,362,362,ND,ND,ND
,3-2,(cid:4) 3,128,362,2.6 ± 0.2,39.5 ± 0.1,36.2 ± 2.0
S. cho,6-4,(cid:4) 3,362,362,12.9 ± 2.9,42.9 ± 1.1,55.9 ± 1.1
,4-6,(cid:4) 3,180,362,13.6 ± 1.9,54.5 ± 1.9,63.2 ± 0.7
pLacZ/S. cho,6-2,(cid:4) 3,180,362,ND,ND,ND
,43-14,(cid:4) 3,180,362,ND,ND,ND
,43-5,(cid:4) 3,256,256,ND,ND,ND
,49-3,(cid:4) 3,128,180,ND,ND,ND
p3D-NT56/S. cho,2-7,(cid:4) 3,23,180,12.16 ± 1.1,12.6 ± 2.4,25.8 ± 0.4
,5-6,(cid:4) 3,12,180,6.5 ± 1.0,10.1 ± 0.3,27.8 ± 4.2
,3-3,(cid:4) 3,12,180,12.8 ± 0.8,9.5 ± 0.2,32.9 ± 5.2
,1-1,(cid:4) 3,23,180,11.9 ± 0.5,21.2 ± 3.8,29.5 ± 2.7
p3D-NT56/S. chod,1-3,(cid:4) 3,108,128,3.1 ± 1.0,36.5 ± 1.2,50.0 ± 4.3
,7-1,(cid:4) 3,23,180,6.4 ± 0.0,27.9 ± 0.2,33.6 ± 3.2
,3-4,(cid:4) 3,108,180,7.4 ± 0.7,39.1 ± 1.8,45.5 ± 0.2
,1-34,(cid:4) 3,64,180,ND,ND,ND
a Highest dilution that,resulted in a 50% reduction in the number of HKN/2002 plaques.,,,,,,
