0,1,2,3,4,5,6,7,8,9,10,11,12
Iran.  Vero  cells  were  cultured  with  Dulbecco's  Modified,,,,,,,examined  daily  for  the  presence  of  CPE.  Any  experiment,,,,,
Eagle Medium (DMEM) supplemented with 10% fetal bo-,,,,,,,was  examined  three  times  and  titers  of  all  preparations,,,,,
"vine  serum  (FBS)  and  addition  of  antibiotics,  namely,",,,,,,,were determined by Reed and Muench’s method (10).,,,,,
Table 1.,,,,,,,,,,,,
,,The Optical Density of Different Dilution Proportion of the Aqueous Licorice Root Extract in Cultured Cells to Determine the,,,,,,,,,,
,50% Tissue Culture Infectious Dose for Vero Cells,,,,,,,,,,,
,Blank,Cell,Dilution,Dilution,Dilution,Dilution,Dilution,Dilution,Dilution,Dilution,Cell,Blank
,,Control,Proportion,Proportion,Proportion,Proportion,Proportion,Proportion,Proportion,Proportion,Control,
,,,1:10,1:50,1:100,1:200,1:400,1:600,1:800,1:1000,,
OD,,,,,,,,,,,,
,0.085,0.083,0.084,0.082,0.097,0.091,0.082,0.083,0.083,0.085,0.097,0.089
OD,,,,,,,,,,,,
,0.091,0.458,0.084,0.311,0.525,0.554,0.498,0.5,0.498,0.467,0.52,0.096
OD,,,,,,,,,,,,
,0.098,0.468,0.094,0.302,0.521,0.53,0.521,0.479,0.503,0.485,0.526,0.089
OD,,,,,,,,,,,,
,0.086,0.404,0.096,0.325,0.509,0.542,0.505,0.537,0.489,0.459,0.485,0.091
OD,,,,,,,,,,,,
,0.088,0.463,0.094,0.308,0.536,0.54,0.555,0.534,0.482,0.471,0.486,0.099
OD,,,,,,,,,,,,
,0.089,0.426,0.103,0.309,0.492,0.51,0.491,0.495,0.465,0.526,0.483,0.093
OD,,,,,,,,,,,,
,0.087,0.462,0.12,0.332,0.526,0.539,0.484,0.483,0.458,0.509,0.492,0.093
OD,,,,,,,,,,,,
,0.095,0.127,0.111,0.098,0.096,0.121,0.098,0.101,0.085,0.083,0.09,0.096
Mean,,,,,,,,,,,,
,0.092,0.446,0.098,0.314,0.518,0.534,0.509,0.509,0.487,0.486,0.498,0.094
Value,,,,,,,,,,,,
