0,1,2,3,4,5,6,7
,,,,Inﬂuenza Season,,,
Viruses,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
Circulating strainsa,,,,,,,
A(H1N1)pdm09,CA09a,CA09,CA09,CA09,CA09,CA09,CA09
A(H3N2),PE09,PE09,VI11,VI11,"VI11, TE12","SW13, HK14","SW13, HK14"
Inﬂuenza B,—,—,MA12(Y),—,"WI10(Y),","MA12(Y),","PH13(Y),"
,,,,,"MA12(Y),","PH13(Y),",BR08(V)
,,,,,BR08(V),BR08(V),
Vaccine strains,,,,,,,
A(H1N1)pdm09,BR07(H1),CA09,CA09,CA09,CA09,CA09,CA09
A(H3N2),BR07(H3),PE09,PE09,VI11,VI11,TE50,SW13
Inﬂuenza B,BR08(V),BR08(V),BR08(V),WI10(Y),MA12(Y),MA12(Y),PH13(Y)
,aThe circulating strain in bold type indicates its antigenic property is signiﬁcantly different from that of the contemporary global vaccine strain of the,,,,,,
