0,1,2,3,4,5,6,7,8,9,10
diseases,that,"have
shared",endemic,profiles.,These,other hand bites,,in daylight and breeds,,in stored clean
"Table 4 Coinfection cases of Malaria, Dengue and Chikungunya",,,,,,,,,,
S.No.,Citations,Place,Year,Study design,N,Positive for,Coinfection,Age,Diagnostic,Remarks
,,,,,,coinfection,(%),,test ML/DN/CK,
South Asia,,,,,,,,,,
1.,Abdullah,"Delhi,",2016,Case report,1,1,NA,21,"Blood smear, RDT/","P. vivax,"
,[117],India,,,,,,,"PCR/IgM ELISA,",DENV3
,,,,,,,,,PCR,
2.,Gupta [118],"Delhi,",2017,Case report,1,1,NA,55,"RDT/NS1,
IgM","P.
falciparum"
,,India,,,,,,,ELISA/PCR,
3.,Mørch [34],"Assam, Bihar,",April 2011–,Cross,1564,2,0.1,34 mean,"Blood smear/IgM,",NM
,,"Chhattisgarh,",Nove,sectional,,,,age,NS1 ELISA/IgM,
,,"Maharashtra,",2012,,,,,,ELISA,
,,"Anantpur,",,,,,,,,
,,Tamilnadu India,,,,,,,,
4.,Tazeen,"Delhi,",2016,Case report,1,1,NA,3,Blood smear,P. vivax
,[119],India,,,,,,,/PCR/PCR,
Africa,,,,,,,,,,
5.,Dariano [50],"Bo, Sierra Leone",2012–2013,Cross,1260,4,0.3,All ages,"RDTs/IgM,
IgG,",NM
,,,,sectional,,,,,NS1 ELISA/IgM,
,,,,,,,,,ELISA,
6.,Raut [120],India,2014,Case report,1,1,NA,21,Blood smear / NS1,"P.
falciparum"
,,Infected in,,,,,,,"ELISA, PCR/PCR",
,,Nigeria,,,,,,,,
"N – sample size, ML/DN/CK – Malaria/Dengue/Chikungunya coinfection, ELISA – Enzyme linked immunosorbent assay, NS1 - Dengue non-structural protein −1,",,,,,,,,,,
