0,1,2,3,4,5,6,7,8
"2924
J. N. MASLOW",,,,,,,,
Table 3. Zika virus vaccines: published pre-clinical studies and Phase I clinical trials.,,,,,,,,
Vaccine,Sponsor,N,Type 1,Location,Designation 2,Entered into CTG 3,Study opened,Reference
DNA plasmid,,,,,,,,
,,,,,,,,144
GLS-5700,GeneOne,40,"OL, DR","PA, FL, Que 6",NCT02809443,20 Jun 2016,Jun 2016,
,GeneOne,160,"PC, DB",PR 7,NCT02887482,24 Aug 2016,Aug 2016,
,,,,,,,,"140,141,143"
VRC-ZKADNA085-00-,NIAID,80,OL,"GA, MD 6",NCT02840487,19 Jul 2016,Aug 2016,
VP (VRC5288) 4,,,,,,,,
,,,,,,,,"140,141,143"
VRC-ZKADNA909-00-,NIAID,50,OL,MD 7,NCT02996461,16 Dec 2016,Dec 2016,
VP (VRC5283) 4,,,,,,,,
mRNA,,,,,,,,
,,,,,,,,146
mRNA-1325,Moderna,90,"OL, DR","CA, FL,
IL 7",NCT03014089,5 Jan 2017,Jan 2017,
PIV,,,,,,,,
,,,,,,,,"140,143"
ZPIV 5,Beth Israel,48,"DR, PC, DB",MA 7,NCT02937233,12 Oct 2016,Oct 2016,
,NIAID,75,"OL, DR",MO 7,NCT02952833,13 Oct 2016,Oct 2016,
,NIAID,90,OL,MD 7,NCT02963909,10 Nov 2016,Nov 2016,
,NIAID,90,"DR, PC, DB",PR 7,NCT03008122,15 Dec 2016,Dec 2016,
Viral Vectored - MV,,,,,,,,
MV-ZIKA,Themis,48,"DR, PC, DB",Austria 7,NCT02996890,15 Dec 2016,Apr 2017,
