0,1,2,3,4,5,6,7,8,9,10
Table 4,Results of blastocyst,injection with MHV-A59 (P13 ? 5 ? 4) and MMVp (P13 ? 5 ? 5) exposed mESCs and transfer,,,,,,,,
into d2.5 pseudopregnant recipients,,,,,,,,,,
Virus,Virus concentration,Number,Chimeric pups/,,Seropositive mice days post embryo transfer,,,,,
,(TCID50/ES cell),of litters/,number of,,,,,,,
,,,,Recipients,,,,,Progeny,
,,Number of,live pups,,,,,,,
,,recipients,,,,,,,,
,,,,d14,d21,d28,d42,d63,d42,d63
MHV-A59,10-1,5/11,0/16a,9/11a,10/11a,10/11a,10/11a,10/11a,16/16a,6/16aa
MMVp,10-1,6/9,0/22a,0/9b,0/9b,0/9b,0/9b,0/9b,0/22b,0/22b
Control,ESC medium,3/4,8b/19b,0/4b,0/4b,0/4b,0/4b,0/4b,0/19b,0/19b
