0,1,2,3,4,5,6,7,8,9
"2 (HHV-2) on infected Vero cells of selected 1,4-naphthoquinones (NQ) and 1,4-anthraquinones (AQ).",,,,,,,,,
,,,HHV-1,,,,HHV-2,,
Type,Compound,,,,,,,,
,,,,,a,,,,b
,,c,,1 TCID50,,c,,10 TCID50,
,,Rf,,,,Rf,,,
,,,,(µg/mL) d,,,,(µg/mL) d,
,2,102,,6.25,,101,,25,
,3,nd,,>50,,102,,6.25,
,4,102,,6.25,,102,,12.5,
NQ,,,,,,,,,
,6,102,,6.25,,nd,,>50,
,7,101,,50,,nd,,>50,
,8,102,,25,,nd,,>50,
,10,102,,6.25,,nd,,>50,
,12,nd,,>50,,102,,25,
,13,nd,,>50,,101,,12.5,
AQ,15,101,,50,,nd,,>50,
,16,101,,50,,nd,,>50,
,17,101,,50,,nd,,>50,
,18,101,,25,,nd,,>50,
,DS,102,,0.5,,nd,,,
,A,104,,1.5,,104,,1.5,
a 1 TCID50: 1 Cell Culture Infectious Dose 50%; b 10 TCID50: 10 Cell Culture Infectious Dose 50%; c Rf : Reduction,,,,,,,,,
