0,1,2,3,4,5,6,7,8
"immunodeficiency syndrome (HIV/AIDS), influenza, keratoconjunctivitis epidemica, and cytomegaly.",,,,,,,,
,,,,Epidemic,,,,
,HIV/AIDS,,,,Cytomegaly,,Inﬂuenza,
,,,,Kerato-Conjunctivitis,,,,
,Claims,Conﬁrmed,Claims,Conﬁrmed,Claims,Conﬁrmed,Claims,Conﬁrmed
Year,,,,,,,,
,(N),ODs (N),(N),ODs (N),(N),ODs (N),(N),ODs (N)
1996,8,4,8,20,5,0,2,0
1997,3,1,13,8,4,1,1,0
1998,5,5,44,20,4,1,0,1
1999,6,3,50,27,9,2,2,0
2000,12,1,44,23,2,0,1,1
2001,8,0,9,16,7,0,0,0
2002,9,1,19,14,5,1,6,0
2003,3,0,18,4,2,3,1,0
2004,11,2,7,5,2,0,0,0
2005,9,2,16,6,1,0,0,0
2006,12,0,23,12,3,0,0,0
2007,4,4,24,8,4,0,0,0
2008,11,2,10,5,2,1,1,0
2009,5,0,23,4,5,2,53,32
2010,5,1,16,18,4,1,5,4
2011,10,10,21,5,4,0,12,3
2012,2,3,42,21,1,0,2,0
2013,3,6,35,22,3,1,11,1
2014,5,0,15,7,1,0,9,1
2015,3,0,13,4,5,1,6,0
2016,3,5,5,3,3,2,8,4
2017,4,2,4,1,5,1,4,1
Total,141,34,456,255,81,17,124,48
,"Average conﬁrmation rate: HIV/AIDS 24.1%, inﬂuenza 38.7%, keratoconjunctivitis 55.9%, cytomegaly 21.0%.",,,,,,,
