0,1,2,3,4
Table 1: Heterologous proteins produced in Lactococcus lactis. (Continued),,,,
ABP-118,abp118,Lactobacillus salivarius subsp.,secreted,[67]
,,salivarius,,
Enterocin A,ent genes,Enterococcus faecium,secreted,[68]
Pediocin PA-1,ped genes,Pediococcus acidilactici,secreted,[68]
colicin V,,Escherichia coli,secreted,[69]
Enzymes,,,,
heat-stable alpha-glucosidase,malA,Sulfolobus solfataricus,cytoplasmic,[70]
Bacteriophage lytic enzyme,ply 118,Listeria monocytogenes,secreted,[71]
,,bacteriophage,,
lysozyme,hel,Hen egg white,cytoplasmic,[72]
Neutral protease,npr,Bacillus subtilis,secreted,[73]
Aminopeptidase N,pepN,Lactobacillus helveticus,secreted,[74]
Cell Surface Protease,prtB,Lactobacillus delbrueckii subsp.,anchored,[13]
,,bulgaricus,,
Dextrane sucrase,dsrD,Leuconostoc mesenteroides,secreted,[28]
Streptodornase,sdc,Streptococcus equisimilis,secreted,[75]
prochymosin,PC,Bovine,secreted,[76]
lipase,lip,Staphylococcus hyicus,secreted,[77]
plasmin,,Bovine,secreted,[78]
others,,,,
F18 fimbrial adhesin (receptor,fedF,Escherichia coli,Secreted / anchored,[27]
binding domain),,,,
S-layer protein,slpH,Lactobacillus helveticus,cell wall associated,[79]
,"(a) : Laboratoire de Microbiologie UMR1253 INRA Agrocampus, 65 rue de Saint Brieuc CS84215, 35042 Rennes cedex",,,
,"(b) : Unité de Recherches Laitières et de Génétique Appliquée, Institut National de la Recherche Agronomique, Domaine de Vilvert, 78352 Jouy en",,,
"Josas Cedex, France",,,,
