0,1,2,3,4,5,6,7,8,9,10,11,12,13
| www.plosone.org,,"Table 1. Age dependent changes in general metabolic parameters of control, control+rosiglitazone, db/db and db/db+rosiglitazone mice.",,,,,,,,,,,
,Mice strain,Control,Control Rosi db/db,,db/dbRosi,Control,Control Rosi db/db,,db/db Rosi,Control,Control Rosi db/db,,db/db Rosi
,Age (wks),6,6,6,6,10,10,10,10,14,14,14,14
,Duration of,0,0,0,0,4,4,4,4,8,8,8,8
,"Treatment
(wks)",,,,,,,,,,,,
,"Body weight
(g)",22.160.7,21.660.6,"32.261.1*,$","30.661.2*,$",25.160.5,27.860.7,"40.960.7*,$","5460.9*,#,$",27.160.4,30.460.8,"40.360.6*,$","63.160.6*,#,$"
,Absolute body,ND,ND,ND,ND,4.260.3,ND,22.060.7*,"33.160.9*,#",5.160.5$,10.360.8*,"21.360.4*,$","39.560.6*,#,$"
,"fat
(g)",,,,,,,,,,,,
,Food intakea,3.460.2,3.560.3,"6.360.8*,$","5.860.4*,$",3.860.2,4.560.8,"7.960.4*,$","7.260.8*,$",3.560.1$,4.660.2*,"6.860.8*,$","5.960.2*,$"
,(g/day),,,,,,,,,,,,
,"Water
intake",8.160.2,8.260.4,15.463.1*,"12.560.6*,$",8.860.6,8.660.4,30.762.1*,"11.660.3*,#,$",6.460.3$,9.160.5*,"31.463.7*,$","6.560.2#,$"
,(ml/day),,,,,,,,,,,,
3,,,,,,,,,,,,,
,Urine volume,1.060.004,ND,2.660.2*,ND,0.860.1,ND,12.661.6*,1.260.2#,0.960.01,ND,23.661.2*,0.560.1#
,(ml/day),,,,,,,,,,,,
,Plasma insulin,ND,ND,ND,ND,ND,ND,ND,ND,1.760.2,1.660.2,"5.961.7*,$",4.360.4*$
,(ng/mL),,,,,,,,,,,,
,Plasma,ND,ND,ND,ND,ND,ND,ND,ND,2.060.1$,5.560.4,"1.460.1*,$","9.161.5*,#,$"
,adiponectin,,,,,,,,,,,,
,(mg/mL),,,,,,,,,,,,
,Plasma,ND,ND,ND,ND,ND,ND,ND,ND,76.067.2,69.065.7,"401.4616.5*,$","214.569.2*,#,$"
,glucagon,,,,,,,,,,,,
,(pg/mL),,,,,,,,,,,,
,Plasma,ND,ND,ND,ND,ND,ND,ND,ND,94.565.1,86.865.9,"274.0624.7*,$","65.966.7*,#,$"
,triglycerides,,,,,,,,,,,,
,(mg/dL),,,,,,,,,,,,
,Plasma glucose (mg/,ND,ND,ND,ND,ND,ND,ND,ND,172.565.0,165.669.1,"677.6673.1*,$",158.8627.7#
April 2013 | Volume 8 |,dL),,,,,,,,,,,,
,,"Values represent mean 6 SEM. *p,0.05 Vs age-matched control mice, $p,0.05 Vs. age-matched control+rosiglitazone mice and #p,0.05 Vs age-matched db/db mice were considered statistically significant. ND means not",,,,,,,,,,,
,determined. a The amount of,,food spilled was minimal and was not accounted for,,,in the data presented in the table.,,,,,,,
,,doi:10.1371/journal.pone.0062833.t001,,,,,,,,,,,
