0,1,2,3,4
"Table 3 Collaborations between Arab countries and foreign countries in public, environmental and occupational",,,,
health*,,,,
,,,,Collaborating
Collaborating countriesa,Number of documents (%),Collaborating countries,Number of documents,
,,,,countries
Arab - North America,983 (21.04%),Arab – Africa,156 (3.33%),Arab - Latin America
USA,910 (19.47),Kenya,57 (1.22),Brazil
Canada,103 (2.20),Nigeria,28 (0.60),Peru
Arab - Western Europe,1071 (22.91%),South Africa,19 (0.41),Argentina
England,371 (7.94),Uganda,19 (0.41),Colombia
France,228 (4.88),Ghana,22 (0.47),Cuba
Switzerland,123 (2.63),Tanzania,11 (0.24),Mexico
Spain,34 (0.73),Burkina Faso,11 (0.24),Chile
Netherlands,95 (2.03),Malawi,11 (0.24),Uruguay
Germany,92 (1.95),Cameroon,10 (0.21),Costa Rica
Sweden,79 (1.69),Zimbabwe,8 (0.17),Barbados
Italy,68 (1.46),Ethiopia,8 (0.17),Asiatic Region
Belgium,54 (1.16),Senegal,9 (0.19),Japan
Scotland,52 (1.11),Congo,6 (0.13),India
Denmark,47 (1.01),Mali,6 (0.13),Indonesia
Finland,25 (0.54),Niger,5 (0.11),Malaysia
Norway,23 (0.49),Zaire,5 (0.11),Bangladesh
Austria,16 (0.34),Cote Ivoire,3 (0.04),Philippines
Greece,16 (0.34),Arab - Pacific Region,71 (1.51%),Afghanistan
Fed Rep Ger,12 (0.26),Australia,64 (1.37),Pakistan
Portugal,10 (0.21),New Zealand,9 (0.19),Thailand
Cyprus,8 (0.17),Arab - Eastern Europe,58 (1.24%),Peoples R China
Ireland,8 (0.17),Poland,10 (0.21),South korea
North Ireland,8 (0.17),Czech Republic,8 (0.17),Vietnam
Wales,7 (0.15),Russia,6 (0.13),Singapore
Luxembourg,4 (0.09),Hungary,5 (0.11),Nepal
Malta,3 (0.06),Estonia,4 (0.09),Uzbekistan
Arab - Middle East,46 (0.1%),Macedonia,3 (0.06),Sri Lanka
Turkey,11 (0.24),Yugoslavia,3 (0.06),Cambodia
Israel,39 (0.88),,,Mongol Peo Rep
Iran,7 (0.15),,,
