0,1,2,3,4,5,6,7,8,9
,"Table 1. Associations between common cold and demographic information and living habits of 3436 dormitory occupants, 2006–",,,,,,,,
2007.,,,,,,,,,
,Number,"Percent, %",,,,,,,
,,,Common cold incidence,,,,Common cold duration,,
Total,3436,", 6 times",6-10 times,. 10 times,p3,",2 wks",2-4 wks,.4 wks,p
Gender,,,,,,,,,
Male,1782,88.3,8.5,3.2,,87.7,10.6,1.8,
Female,1654,91.7,6.0,2.3,0.006,82.7,15.2,2.1,0.000
Age,,,,,,,,,
#23 yrs,2012,89.9,7.8,2.2,,84.0,14.2,1.8,
24-26 yrs,715,92.1,5.3,2.5,,88.6,10.3,1.1,
$27 yrs,219,92.6,5.1,2.3,0.164,90.3,8.3,1.4,0.009
Atopy 1,,,,,,,,,
Yes,231,79.5,15.3,5.2,,68.9,26.3,4.8,
No,3120,90.7,6.8,2.6,0.000,86.5,11.8,1.7,0.000
ETS 2,,,,,,,,,
Yes,573,87.4,10.0,2.6,,86.3,10.9,2.8,
No,2799,90.3,6.8,2.8,0.029,85.0,13.2,1.8,0.098
Cleaning routine,,,,,,,,,
Every day,509,91.3,6.5,2.2,,85.2,13.4,1.4,
1-2 times/week,1844,90.8,6.7,2.5,,85.4,12.8,1.8,
",2 times/week",1034,87.8,8.6,3.6,0.088,84.8,12.7,2.4,0.644
Opening window,,,,,,,,,
Every day,2816,90.2,7.0,2.8,,85.0,13.1,1.9,
1-2 times/week,467,88.8,8.0,3.2,,85.8,12.6,1.5,
",2 times/week",107,87.7,10.4,1.9,0.598,87.6,8.6,3.8,0.397
