0,1,2,3,4,5,6,7
"Table 2 Citation analysis, research collaboration and adjustment index (AI) for each Arab country in the field of public,",,,,,,,
environmental and occupational health,,,,,,,
,Number of documents,,Mean citation,,Number of non-Arab,Number (%)b of documents,
Country,,Total citations,,h index,,,AIc
,N = 4673 (%)a,,per document,,collaborating countries,with international authors,
Egypt,1200 (25.86),15938,13.28,51,99,695 (57.92),376.46
KSA,738 (15.79),6233,8.45,32,72,249 (33.74),29.36
Sudan,602 (12.88),8983,14.92,43,84,331 (54.98),381.05
Lebanon,363 (7.77),4099,11.29,30,74,184 (50.69),37.40
Tunisia,331 (7.08),2615,7.90,24,80,133 (40.18),78.15
Kuwait,274 (5.86),3068,11.20,25,57,123 (44.89),5.53
Jordan,232 (4.96),2221,9.57,22,61,107 (46.12),46.92
UAE,219 (4.69),2309,10.54,23,54,127 (57.99),5.78
Morocco,181 (3.87),1658,9.16,21,85,106 (58.56),61.33
Algeria,150 (3.21),804,5.36,15,57,48 (32.00),28.05
Iraq,131 (2.80),1174,8.96,17,24,39 (29.77),20.29
Syria,78 (1.67),1418,18.18,22,41,59 (75.64),23.72
Palestine,69 (1.48),559,8.10,12,32,40 (57.97),69.53
Libya,68 (1.46),627,9.22,16,24,31 (45.59),6.71
Oman,68 (1.46),587,8.63,14,30,39 (57.35),3.22
Qatar,59 (1.26),347,5.88,11,22,36 (61.02),0.71
Bahrain,58 (1.24),370,6.38,12,22,27 (46.55),2.63
Somalia,52 (1.11),753,14.48,17,17,52 (100.00),578.41
Yemen,58 (1.24),424,7.57,13,36,39 (67.24),38.80
Mauritania,21 (0.45),196,9.33,8,13,12 (57.14),18.98
Djibouti,9 (0.19),91,10.11,4,8,8 (88.89),9.13
Comoros,8 (0.17),179,22.38,6,13,6 (75.00),9.63
aTotal exceeds 100% because data are overlapping due to multiple collaborations.,,,,,,,
