0,1,2,3,4
You et al,,,,Dovepress
Supplementary materials,,,,
Table S1 Dose and number of volunteers of cold-recombinant vaccine and neuraminidase inhibitors in experimental human influenza,,,,
for seasonal  influenza virus subtype,,,,
Strain,Dose (logTCID50),Number of volunteers,,Reference
,,(tested/infected),% of volunteers infected,
A(H1N1),,,,
Texas/1/85a,4.5,8/7,86,Sears et al1
,4.5,9/8,89,
,5.5,18/12,67,
Taxas/36/91b,6,16/14,88,"Hayden et al2,c"
,6,16/14,88,
,6,64/54,84,"Gubareva et al3,c"
,5.9,18/15,83,"Barroso et al4,d"
,5.9,18/16,89,
,5.9,18/16,89,
A(H3N2),,,,
Victoria/3/75a,3.4,14/10,71,Magnussen et al5e
Bethesda/1/85a,7.5,22/14,64,Sears et al1
,6.5,10/4,40,
,5.5,12/6,50,
,4.5,11/1,9,
Alaska/6/77a,7.5,24/20,83,Clements et al6
,6.5,15/11,73,
,5.5,15/8,53,
,4.5,12/3,25,
Beth/1/85b,7.15,20/16,80,"Reuman et al7,f"
,7.15,20/12,60,
,7.15,19/13,68,
Type B,,,,
Texas/1/84a,7.6,29/29,100,Keitel et al8
,6.6,14/11,79,
,5.6,8/3,38,
,4.6,8/3,38,
Ann Arbor/1/86a,7.5,21/11,66,Clements et al9
,6.5,6/6,50,
,5.5,9/2,18,
,4.5,8/3,27,
Yamagata/16/88b,7,25/17,68,"Walker et al10,g"
,7,19/17,89,"Hayden et al11,c"
,7,20/16,80,
,6.45,17/13,76,"Barroso et al4,d"
,6.45,17/16,94,
,6.45,18/15,83,
Notes: aCold-recombinant vaccine in experimental human influenza. bNeuraminidase inhibitors used as antiviral drugs in experimental human influenza. cOseltamivir (oral);,,,,
