0,1,2,3,4,5
,Table 1. Demographic characteristics of HCWs surveyed for adverse events (AE).,,,,
,,,Number (%),,
Variable,Category,Distribution (%),,,pvalue
,,,Without AE,With AE,
Age* (years),18–35,195 (49.5),138 (70.8),57 (29.2),0.84
,36–80,199 (50.5),139 (69.8),60 (30.2),
Gender,Male,42 (10.6),30 (71.4),12 (28.6),0.81
,Female,356 (89.4),248 (69.7),108 (30.3),
Sector,Emergence room,56 (14.0),40 (71.4),16 (28.6),0.017
,General surgery,42 (10.6),33 (78.6),09 (21.4),
,Internal medicine,34 (8.5),30 (88.2),04 (11.8),
,Pneumology,22 (5.5),12 (54.5),10 (45.5),
,Nephrology,21 (5.3),10 (47.60,11 (52.4),
,Neonate unit,19 (4.8),13 (68.4),06 (31.6),
,Neurology,18 (4.5),12 (66.7),06 (33.3),
,Hematology/HSCT,17 (4.3),13 (76.5),04 (23.5),
,Maintenance,17 (4.3),11 (64.7),06 (35.3),
,"Liver
transplantation",15 (3.8),09 (60),06 (40),
,Obstetrics/Gynecology,14 (3.5),12 (85.7),02 (14.3),
,Infectious diseases,13 (3.3),11 (84.6),02 (15.4),
,Operating room,12 (3.0),09 (75),03 (25),
,Burn unit,11 (2.8),05 (45.5),06 (54.5),
,"Renal
transplantation",10 (2.5),06 (60),04 (40),
,Geriatrics,09 (2.3),06 (66.7),03 (33.3),
,Virology laboratory,08 (2.0),01 (12.5),07 (87.5),
,Ophthalmology,05 (1.3),04 (80),01 (20),
,Dermatology,05 (1.3),05 (100),0 (0),
,Urology,05 (1.3),04 (80),01 (20),
,Rheumatology,05 (1.3),03 (60),02 (40),
,Vascular surgery,05 (1.3),04 (80),01 (20),
,Other,35 (8.8),25 (71.4),10 (28.6),
