0,1,2,3,4,5,6,7,8,9,10
0,,,,,,,,,,
–10,,–5,0,5,10,,,,,
<–10,,,,,>10,,,,,
,,,log2 (fold-change),,,,,,,
B,Basal cell signature genes,,,,C,,,Club cell signature genes,,
KRT5,,KCNC4,,SULT1E1,,SCGB1A1,SMIM14,TSPAN8,XBP1,RDH10
10,,,,,,20,12,14,,12
,,,,10,,,,12,12,
,,,,,,,10,,10,10
,,,,,,15,,10,,
02468,02468,,,02468,,"05
10",02468,02468,02468,02468
S100A2,,PDGFA,,RP11-613M5.2,,CYP2F1,MUC1,CAPN8,STEAP4,VSIG2
12,10,,,,,,12,,10,
,,,,,,12,,10,,10
"02468
10",02468,,,0123456,,"02468
10","02468
10",02468,02468,02468
CCND2,,RPL13,,RPS18,,PIGR,TFF3,MUC5B,DHRS9,SCNN1B
10,14,,,,,15,15,10,12,
,12,,,12,,,,,,
,,,,10,,,,,10,
02468,"02468
10",,,02468,,"05
10","05
10",02468,02468,02468
RPL21,,CLDN1,,LRRC75A,,LCN2,CYP2F2P,ATP2C2,C3,TSPAN13
,,,,,,14,,,,
14,12,,,10,,12,,10,12,
13,10,,,,,10,,,10,
"Log2TPM
12",,,,,,,02468,,,
11,02468,,,02468,,02468,,02468,02468,02468
10,,,,,,,,,,
9,,,,,,,,,,
ND2,,RPL41,,RPL31,,MSMB,S100P,ARFGEF3,RIMS1,PLEKHS1
15,15,,,14,,,,,,10
,,,,12,,15,10,,10,
,,,,10,,,,,,
"05
10","05
10",,,02468,,"05
10",02468,02468,02468,02468
RPS3AP5,,KRT15,,,,BPIFB1,FAM46C,AKR1C1,PDE8B,PTGFR
,14,,,,,,,,,10
,12,,,,,15,12,10,,
,10,,,,,,10,,,
0123,02468,,,,,"05
10",02468,02468,02468,02468
FAT2,,PPARGC1A,,,,SCGB3A1,WFDC2,LYZ,SLC31A1,FCGBP
,,,,,,,15,14,,
10,10,,,,,15,,,10,
,,,,,,,,12,,
,,,,,,,10,10,,
02468,02468,,,,,"05
10",05,02468,02468,02468
