0,1,2,3,4
,,"Seasons 2009/2010, 2010/2011,",,
,Total,"2012/2013 2013/2014, 2015/2016",,
,,Non-6B/6B.1/6B.2,6B/6B.1/6B.2,
Characteristics,N = 639 (%),N = 432 (%),N = 207 (%),P value
"Gender, male",366 (57.3),251 (58.1),115 (55.6),0. 6
"Age, median (IQR), years",12.2 (4–38.1),10.3 (4.2–29.3),29.8 (3.1–52.4),<0.001
Age group,,,,<0.001
≤5,219 (34.3),146 (33.8),73 (35.3),
6–18,151 (23.6),129 (29.9),22 (10.6),
19–49,170 (26.6),115 (26.6),55 (26.6),
50–64,64 (10.0),26 (6),38 (18.4),
≥65,35 (5.5),16 (3.7),19 (9.2),
"Onset to presentation, median (IQR), days",2 (1–3),2 (1–3),2 (1–4),0.15
Underlying conditions,140 (21.9),67 (15.5),73 (35.3),<0.001
Chronic respiratory disease,14 (2.2),7 (1.6),7 (3.4),0.16a
Cardiovascular disease,73 (11.4),28 (6.5),45 (21.7),<0.001
Neurologic disease,24 (3.8),12 (2.8),12 (5.8),0.08
Chronic liver disease,16 (2.5),9 (2.1),7 (3.4),0.4
Chronic renal disease,21 (3.3),8 (1.9),13 (6.3),0.005
Asthma,19 (3.0),14 (3.2),5 (2.4),0.6
Diabetes mellitus,36 (5.6),17 (3.9),19 (9.2),0.01
Immunosuppression,23 (3.6),10 (2.3),13 (6.3),0.01
Obesityb,37/426 (8.7),21/288 (7.3),16/138 (11.6),0.2
Smoking,35 (5.5),20 (4.6),15 (7.2),0.2
Alcoholism,6 (0.9),3 (0.7),3 (1.4),0.4a
White blood cell countc (×103/uL),7.4 (5.2–10.1),7.3 (5.3–10.1),7.5 (5.1–10.3),0.7
Complication,179 (28),95 (22.0),84 (40.6),<0.001
Pneumonia,162 (25.4),84 (19.4),78 (37.7),<0.001
ARDS,41 (6.4),13 (3.0),28 (13.5),<0.001
Seizure,5 (0.8),3 (0.7),2 (1.0),0.7a
Encephalitis,8 (1.3),6 (1.4),2 (1.0),1.0a
Meningitis,1 (0.2),0 (0.0),1 (0.5),0.3a
Stroke,1 (0.2),0 (0.0),0 (0.0),0.3a
Myocarditis,5 (0.8),2 (0.5),3 (1.4),0.3a
Myocardial infarction,1 (0.2),0 (0.0),1 (0.5),0.3a
Received antiviral therapy,417 (65.3),267 (61.8),150 (72.5),0.01
Within 48 hours,247 (38.7),169 (39.1),78 (37.7),
After 48 hours,170 (26.6),98 (22.7),72 (34.8),
Interval from symptom onset to antiviral,,,,
,2 (1–4),2 (1–3),2 (1–4),0.04
"therapy, median (IQR), days",,,,
Hospital admission for any reason,453 (70.9),296 (68.5),157 (75.8),0.06
ICU admission,79 (12.4),33 (7.6),46 (22.2),<0.001
Mechanical ventilation,72 (11.3),30 (6.9),42 (20.3),<0.001
30-day mortality,32 (5.0),15 (3.5),17 (8.2),0.01
In-hospital mortality,37 (5.8),16 (3.7),21 (10.1),0.001
