0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,d,,,,,,,,
0.4,,,,,,,,,,,,,
,,,,,,LPS (1 𝜇g/mL),– –,+ –,,+,,+,+
,,,,,,HMFO (𝜇g/mL),,,,6.25,,12.5,25.0
0.0,,,,,,,,,,,,,
,,(a),,,,,,(b),,,,,
LPS (1 𝜇g/mL),– –,+ –,+,+,+,LPS (1 𝜇g/mL),– –,+ –,+,,+,+,
HMFO (𝜇g/mL),,,6.25,12.5,25.0,HMFO (𝜇g/mL),,,6.25,,12.5,25.0,
p-I𝜅B-𝛼,,,,,,p-IKK-𝛼/𝛽,,,,,,,
𝛽-actin,,,,,,𝛽-actin,,,,,,,
1.2,,,,,,1.6,,,,,,,
,,,,,,,,b,,,,,
0.9,,b,,,,1.2,,,,,,,
,,,,,,,a,,c,,,,
"Relative intensity
(p-I𝜅B-𝛼/𝛽-actin)
0.6",,,c,,,"Relative intensity
(p-IKK-𝛼/𝛽/𝛽-actin)
0.8",,,,,,,
,a,,,,,,,,,,d,,
,,,,d,,,,,,,,,
0.3,,,,,,0.4,,,,,,,
,,,,,e,,,,,,,,
,,,,,,,,,,,,,e
0.0,,,,,,0.0,,,,,,,
,,(c),,,,,,(d),,,,,
