0,1,2,3
,Table 2: Comparison of neutralizing activity of panel of sera collected from naturally infected turkeys with H7N3 A/turkey/Italy/2002.,,
,,"H7 positive sera (H7N3 positive, naturally infected)",
Serum number,,,
,GMT titres,GMT titres,HI titres
,H7N1 A/chicken/13474/99,H5N1 A/Vietnam/1194/04,A/ty/Italy/9289/V02 H7N3
11,320,10,64
12,320,10,32
13,2560,10,128
14,28,10,64
15,2560,10,128
16,80,10,32
17,226,10,32
18,640,28,32
19,640,10,128
20,1280,10,64
H7N1+,1 : 1280,≤1 : 10,—
Negatives (40 tot.),≤1 : 10,—,1 : 2
GMT titres were calculated and expressed as the reciprocal of the serum dilution at which 50% inhibition of pseudotype (IC50) entry was observed.,,,
