0,1,2,3,4,5,6
"Median age, y",3.1 (1.1- 31.4),7.2 (1.4- 45.6),15.9 (1.6- 69.7),6.5 (1.7- 53.6),6.8 (1.4- 64.3),
(Interquartile range),,,,,,
Age strata (y)a,,,,,,
<1,34 (24%),11 (16%),69 (19%),18 (15%),132 (19%),<0.001
1- <5,55 (40%),21 (32%),73 (21%),37 (31%),186 (27%),
5- <18,11 (8%),8 (12%),37 (10%),16 (14%),72 (11%),
18- <65,17 (12%),16 (24%),67 (19%),26 (22%),126 (19%),
≥65,22 (16%),11 (16%),110 (31%),21 (18%),164 (24%),
Racea,,,,,,
White,71 (51%),36 (53%),151 (42%),48 (41%),306 (45%),0.29
Black,23 (17%),10 (15%),56 (16%),21 (18%),110 (16%),
Asian,5 (4%),1 (1%),5 (1%),1 (1%),12 (2%),
Other,13 (9%),5 (7%),56 (16%),15 (13%),89 (13%),
Unknown,27 (19%),15 (24%),88 (25%),33 (28%),163 (24%),
Ethnicitya,,,,,,
Hispanic,51 (37%),22 (33%),138 (39%),45 (38%),256 (38%),
Missing,33 (24%),18 (27%),103 (29%),34 (29%),188 (28%),
Type of insurancea,,,,,,
Commercial,37 (27%),16 (24%),71 (20%),21 (18%),145 (21%),0.002
Medicaid,73 (53%),34 (50%),146 (41%),67 (57%),320 (47%),
Medicare,18 (13%),10 (15%),110 (31%),19 (16%),157 (23%),
Self- pay,1 (1%),1 (1%),6 (2%),3 (3%),11 (2%),
Unknown,10 (7%),6 (10%),23 (6%),8 (7%),47 (7%),
Number of chronic conditionsa,,,,,,
